#name	chromosome	start	length	color	full_name	citations_from_2021_02_10_to_2021_07_15	significance
NFKB1	3	135290416	106892	#73af42	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	7	
BACH2	4	32417435	168673	#73af42	BTB and CNC homology, basic leucine zipper transcription factor 2	7	
CDKN2A	4	89192710	20146	#73af42	cyclin dependent kinase inhibitor 2A	7	
ACOT11	4	106601758	55270	#73af42	acyl-CoA thioesterase 11	7	
MYCL	4	122889724	6549	#73af42	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived	7	
CLSPN	4	126450773	36923	#73af42	claspin	7	
KHDRBS1	4	129607610	28486	#73af42	KH domain containing, RNA binding, signal transduction associated 1	7	
ARID1A	4	133406319	77761	#73af42	AT rich interactive domain 1A (SWI-like)	7	
GRHL3	4	135269199	31744	#73af42	grainyhead like transcription factor 3	7	
WNT4	4	137004946	21866	#73af42	wingless-type MMTV integration site family, member 4	7	
PRKCZ	4	155344575	101310	#73af42	protein kinase C, zeta	7	
TNFRSF18	4	156110779	2572	#73af42	tumor necrosis factor receptor superfamily, member 18	7	
AGRN	4	156274625	7320	#73af42	agrin	7	
CD36	5	17986688	107269	#73af42	CD36 molecule	7	
SLC26A5	5	22013999	56603	#73af42	solute carrier family 26, member 5	7	
RELN	5	22089452	460251	#73af42	reelin	7	
KLB	5	65505754	35592	#73af42	klotho beta	7	
UCHL1	5	66833464	11113	#73af42	ubiquitin carboxy-terminal hydrolase L1	7	
KDR	5	76118025	21090	#73af42	kinase insert domain protein receptor	7	
REST	5	77413341	18203	#73af42	RE1-silencing transcription factor	7	
ALB	5	90608729	15732	#73af42	albumin	7	
CXCL10	5	92494498	2250	#73af42	chemokine (C-X-C motif) ligand 10	7	
POLE	5	110434185	51134	#73af42	polymerase (DNA directed), epsilon	7	
FOXN4	5	114392225	19597	#73af42	forkhead box N4	7	
HSPB8	5	116546550	14373	#73af42	heat shock protein 8	7	
LHX5	5	120569951	9571	#73af42	LIM homeobox protein 5	7	
MAPKAPK5	5	121663114	20841	#73af42	MAP kinase-activated protein kinase 5	7	
PPP1CC	5	122296338	16998	#73af42	protein phosphatase 1 catalytic subunit gamma	7	
HCAR2	5	124001633	1946	#73af42	hydroxycarboxylic acid receptor 2	7	
MCM7	5	138162845	7300	#73af42	minichromosome maintenance complex component 7	7	
FOXP2	6	15185505	256471	#73af42	forkhead box P2	7	
CAV2	6	17281184	7945	#73af42	caveolin 2	7	
LEP	6	29060220	13655	#73af42	leptin	7	
FLNC	6	29433255	28633	#73af42	filamin C, gamma	7	
EZH2	6	47507208	64756	#73af42	enhancer of zeste 2 polycomb repressive complex 2 subunit	7	
NEUROD6	6	55654804	3444	#73af42	neurogenic differentiation 6	7	
GADD45A	6	67012080	2311	#73af42	growth arrest and DNA-damage-inducible 45 alpha	7	
CD8A	6	71350411	5744	#73af42	CD8 antigen, alpha chain	7	
MCM2	6	88860456	15306	#73af42	minichromosome maintenance complex component 2	7	
NR2C2	6	92069414	80625	#73af42	nuclear receptor subfamily 2, group C, member 2	7	
EMC3	6	113491848	16751	#73af42	ER membrane protein complex subunit 3	7	
PPARG	6	115399027	68335	#73af42	peroxisome proliferator activated receptor gamma	7	
RET	6	118128709	45996	#73af42	ret proto-oncogene	7	
SLC2A3	6	122704768	14936	#73af42	solute carrier family 2 (facilitated glucose transporter), member 3	7	
PTPN6	6	124697670	18002	#73af42	protein tyrosine phosphatase, non-receptor type 6	7	
LTBR	6	125283534	7314	#73af42	lymphotoxin B receptor	7	
CCND2	6	127102671	25340	#73af42	cyclin D2	7	
TNNT1	7	4507569	11405	#73af42	troponin T1, skeletal, slow	7	
SELENOW	7	15651133	5163	#73af42	selenoprotein W	7	
GPR4	7	18946463	11638	#73af42	G protein-coupled receptor 4	7	
CKM	7	19145019	10489	#73af42	creatine kinase, muscle	7	
CD79A	7	24596922	4361	#73af42	CD79A antigen (immunoglobulin-associated alpha)	7	
CEBPA	7	34818718	2638	#73af42	CCAAT/enhancer binding protein (C/EBP), alpha	7	
PDCD5	7	35341410	5497	#73af42	programmed cell death 5	7	
RCN3	7	44732338	9299	#73af42	reticulocalbin 3, EF-hand calcium binding domain	7	
SLC17A7	7	44813345	12218	#73af42	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	7	
BAX	7	45111119	5203	#73af42	BCL2-associated X protein	7	
MYOD1	7	46025898	2618	#73af42	myogenic differentiation 1	7	
LDHA	7	46496506	8545	#73af42	lactate dehydrogenase A	7	
GAS2	7	51528715	115494	#73af42	growth arrest specific 2	7	
POLG	7	79095979	20042	#73af42	polymerase (DNA directed), gamma	7	
ARNT2	7	83895483	163763	#73af42	aryl hydrocarbon receptor nuclear translocator 2	7	
MYO7A	7	97700267	68433	#73af42	myosin VIIA	7	
ARRB1	7	99184693	71285	#73af42	arrestin, beta 1	7	
MIR139	7	101124583	67	#73af42	microRNA 139	7	
HBB-B2	7	103461731	1399	#73af42	hemoglobin, beta adult minor chain	7	
HBB-B1	7	103475739	1397	#73af42	hemoglobin, beta adult major chain	7	
NKX1-2	7	132197968	3398	#73af42	NK1 homeobox 2	7	
CTSD	7	141929647	11917	#73af42	cathepsin D	7	
TNNT3	7	142052573	17173	#73af42	troponin T3, skeletal, fast	7	
TH	7	142446516	7216	#73af42	tyrosine hydroxylase	7	
KCNQ1	7	142660991	319788	#73af42	potassium voltage-gated channel, subfamily Q, member 1	7	
CDKN1C	7	143012076	2711	#73af42	cyclin-dependent kinase inhibitor 1C (P57)	7	
TNFSF13B	8	10056633	29366	#73af42	tumor necrosis factor (ligand) superfamily, member 13b	7	
GINS4	8	23716626	11058	#73af42	GINS complex subunit 4 (Sld5 homolog)	7	
EIF4EBP1	8	27750355	15329	#73af42	eukaryotic translation initiation factor 4E binding protein 1	7	
RBPMS	8	34293968	125923	#73af42	RNA binding protein gene with multiple splicing	7	
WWC2	8	48279117	164462	#73af42	WW, C2 and coiled-coil domain containing 2	7	
HPF1	8	61343462	17152	#73af42	histone PARylation factor 1	7	
GADD45GIP1	8	85558911	3200	#73af42	growth arrest and DNA-damage-inducible, gamma interacting protein 1	7	
NOD2	8	89373975	41127	#73af42	nucleotide-binding oligomerization domain containing 2	7	
IRX3	8	92525139	3143	#73af42	Iroquois related homeobox 3	7	
MIR138-2	8	95050939	70	#73af42	microRNA 138-2	7	
GINS3	8	96360187	11500	#73af42	GINS complex subunit 3 (Psf3 homolog)	7	
AGRP	8	106293327	13150	#73af42	agouti related neuropeptide	7	
CALB2	8	110869158	25686	#73af42	calbindin 2	7	
MLKL	8	112038430	26407	#73af42	mixed lineage kinase domain-like	7	
GINS2	8	121308005	7809	#73af42	GINS complex subunit 2 (Psf2 homolog)	7	
COX4I1	8	121395059	5889	#73af42	cytochrome c oxidase subunit 4I1	7	
PARD3	8	128026093	133532	#73af42	par-3 family cell polarity regulator	7	
PANX1	9	14917081	39693	#73af42	pannexin 1	7	
ANGPTL6	9	20785105	5901	#73af42	angiopoietin-like 6	7	
SMARCA4	9	21527465	88061	#73af42	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	7	
TBX20	9	24651544	34055	#73af42	T-box 20	7	
CD3E	9	44910041	10868	#73af42	CD3 antigen, epsilon polypeptide	7	
CRYAB	9	50664271	3664	#73af42	crystallin, alpha B	7	
NEO1	9	58781963	161761	#73af42	neogenin	7	
TIPIN	9	64188867	23837	#73af42	timeless interacting protein	7	
TCF12	9	71751534	267567	#73af42	transcription factor 12	7	
CGAS	9	78337800	12719	#73af42	cyclic GMP-AMP synthase	7	
TLR9	9	106099797	4278	#73af42	toll-like receptor 9	7	
TRAIP	9	107828162	21305	#73af42	TRAF-interacting protein	7	
MIR128-2	9	111947704	75	#73af42	microRNA 128-2	7	
CYBB	X	9301493	34070	#73af42	cytochrome b-245, beta polypeptide	7	
SOX3	X	59934972	2064	#73af42	SRY (sex determining region Y)-box 3	7	
FMR1	X	67722188	39379	#73af42	FMRP translational regulator 1	7	
L1CAM	X	72897386	27054	#73af42	L1 cell adhesion molecule	7	
ARX	X	92330113	11848	#73af42	aristaless related homeobox	7	
POLA1	X	92348372	327389	#73af42	polymerase (DNA directed), alpha 1	7	
MIR223	X	95286423	109	#73af42	microRNA 223	7	
CXCR3	X	100775141	2612	#73af42	chemokine (C-X-C motif) receptor 3	7	
ATP7A	X	105070830	100936	#73af42	ATPase, Cu++ transporting, alpha polypeptide	7	
DCX	X	142638838	77377	#73af42	doublecortin	7	
TLR7	X	166087922	25645	#73af42	toll-like receptor 7	7	
KCNC3	7	44239876	14299	#73af42	potassium voltage gated channel, Shaw-related subfamily, member 3	7	
SOX17	1	4561151	6426	#73af42	SRY (sex determining region Y)-box 17	6	
EYA1	1	14239182	141241	#73af42	EYA transcriptional coactivator and phosphatase 1	6	
MIR206	1	20749234	72	#73af42	microRNA 206	6	
SLC40A1	1	45947230	17524	#73af42	solute carrier family 40 (iron-regulated transporter), member 1	6	
TMEFF2	1	50966682	259747	#73af42	transmembrane protein with EGF-like and two follistatin-like domains 2	6	
PAX3	1	78077904	95869	#73af42	paired box 3	6	
MOGAT1	1	78487697	27113	#73af42	monoacylglycerol O-acyltransferase 1	6	
CUL3	1	80242640	75767	#73af42	cullin 3	6	
COL4A4	1	82428444	136126	#73af42	collagen, type IV, alpha 4	6	
SPATA3	1	85949667	8016	#73af42	spermatogenesis associated 3	6	
GBX2	1	89855684	3214	#73af42	gastrulation brain homeobox 2	6	
MAPKAPK2	1	130981438	44142	#73af42	MAP kinase-activated protein kinase 2	6	
PHLDA3	1	135693823	3049	#73af42	pleckstrin homology like domain, family A, member 3	6	
TNNI1	1	135727249	11478	#73af42	troponin I, skeletal, slow 1	6	
LAMC2	1	152998502	63691	#73af42	laminin, gamma 2	6	
GLUL	1	153775675	9794	#73af42	glutamate-ammonia ligase (glutamine synthetase)	6	
MIR199A-2	1	162045383	109	#73af42	microRNA 199a-2	6	
PRRX1	1	163082846	58373	#73af42	paired related homeobox 1	6	
TBX19	1	164965422	22920	#73af42	T-box 19	6	
APCS	1	172721528	1093	#73af42	amyloid P component, serum	6	
AIM2	1	173248170	45432	#73af42	absent in melanoma 2	6	
IFI204	1	173574860	19625	#73af42	interferon activated gene 204	6	
SLC30A10	1	185187045	13913	#73af42	solute carrier family 30, member 10	6	
PROX1	1	189850232	52792	#73af42	prospero homeobox 1	6	
BATF3	1	190830611	10529	#73af42	basic leucine zipper transcription factor, ATF-like 3	6	
HSD11B1	1	192903949	42404	#73af42	hydroxysteroid 11-beta dehydrogenase 1	6	
PLXNA2	1	194302137	197039	#73af42	plexin A2	6	
TNFAIP3	10	18876659	14499	#73af42	tumor necrosis factor, alpha-induced protein 3	6	
MAP3K5	10	19810272	208224	#73af42	mitogen-activated protein kinase kinase kinase 5	6	
CCN2	10	24471340	3240	#73af42	cellular communication network factor 2	6	
ARG1	10	24791105	12263	#73af42	arginase, liver	6	
HDAC2	10	36850540	27344	#73af42	histone deacetylase 2	6	
SLC16A10	10	39951398	66852	#73af42	solute carrier family 16 (monocarboxylic acid transporters), member 10	6	
ATG5	10	44144335	95960	#73af42	autophagy related 5	6	
SGPL1	10	60934421	49042	#73af42	sphingosine phosphate lyase 1	6	
NEUROG3	10	61968869	1673	#73af42	neurogenin 3	6	
EGR2	10	67373760	4258	#73af42	early growth response 2	6	
CDK1	10	69170978	17764	#73af42	cyclin-dependent kinase 1	6	
ANK3	10	69761362	101904	#73af42	ankyrin 3, epithelial	6	
SLC1A6	10	78616330	34329	#73af42	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	6	
AMH	10	80641074	2439	#73af42	anti-Mullerian hormone	6	
S1PR4	10	81333579	2392	#73af42	sphingosine-1-phosphate receptor 4	6	
SIRT6	10	81457621	5779	#73af42	sirtuin 6	6	
HSP90B1	10	86526705	14603	#73af42	heat shock protein 90, beta (Grp94), member 1	6	
IGF1	10	87696973	75936	#73af42	insulin-like growth factor 1	6	
TPH2	10	114914546	106381	#73af42	tryptophan hydroxylase 2	6	
MIR378D	10	126546151	109	#73af42	microRNA 378d	6	
KIF5A	10	127064919	34313	#73af42	kinesin family member 5A	6	
DDIT3	10	127126662	5495	#73af42	DNA-damage inducible transcript 3	6	
TAC2	10	127561261	6376	#73af42	tachykinin 2	6	
GLS2	10	128030504	15369	#73af42	glutaminase 2 (liver, mitochondrial)	6	
GDF11	10	128716393	11194	#73af42	growth differentiation factor 11	6	
OGDH	11	6242579	66515	#73af42	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	6	
H2AZ2	11	6377230	17213	#73af42	H2A.Z histone variant 2	6	
MEIS1	11	18830428	138541	#73af42	Meis homeobox 1	6	
OTX1	11	21944764	6887	#73af42	orthodenticle homeobox 1	6	
MPG	11	32176505	6197	#73af42	N-methylpurine-DNA glycosylase	6	
TLX3	11	33150752	2836	#73af42	T cell leukemia, homeobox 3	6	
CCNG1	11	40639379	6734	#73af42	cyclin G1	6	
HAVCR2	11	46345758	26323	#73af42	hepatitis A virus cellular receptor 2	6	
TIMD4	11	46701626	33534	#73af42	T cell immunoglobulin and mucin domain containing 4	6	
MAPK9	11	49737578	39670	#73af42	mitogen-activated protein kinase 9	6	
HNRNPH1	11	50269118	8237	#73af42	heterogeneous nuclear ribonucleoprotein H1	6	
PROP1	11	50841633	2951	#73af42	paired like homeodomain factor 1	6	
TCF7	11	52143110	30731	#73af42	transcription factor 7, T cell specific	6	
SOWAHA	11	53367405	3617	#73af42	sosondowah ankyrin repeat domain family member A	6	
FNIP1	11	54329005	80062	#73af42	folliculin interacting protein 1	6	
GLRA1	11	55405065	93959	#73af42	glycine receptor, alpha 1 subunit	6	
ALOX12B	11	69047898	12719	#73af42	arachidonate 12-lipoxygenase, 12R type	6	
SLC2A4	11	69833112	5911	#73af42	solute carrier family 2 (facilitated glucose transporter), member 4	6	
CLEC10A	11	70057449	4213	#73af42	C-type lectin domain family 10, member A	6	
ARRB2	11	70323406	8248	#73af42	arrestin, beta 2	6	
P2RX1	11	72889971	16052	#73af42	purinergic receptor P2X, ligand-gated ion channel, 1	6	
ITGAE	11	72981409	56866	#73af42	integrin alpha E, epithelial-associated	6	
TRPV3	11	73158346	32848	#73af42	transient receptor potential cation channel, subfamily V, member 3	6	
CRYBA1	11	77609440	6679	#73af42	crystallin, beta A1	6	
FOXN1	11	78248403	29031	#73af42	forkhead box N1	6	
SARM1	11	78363156	25424	#73af42	sterile alpha and HEAT/Armadillo motif containing 1	6	
LGALS9	11	78853805	21945	#73af42	lectin, galactose binding, soluble 9	6	
CCL8	11	82006011	1614	#73af42	chemokine (C-C motif) ligand 8	6	
SLFN2	11	82955938	5566	#73af42	schlafen 2	6	
TADA2A	11	83969746	50648	#73af42	transcriptional adaptor 2A	6	
TMEM100	11	89921174	6157	#73af42	transmembrane protein 100	6	
PHB	11	95557783	13816	#73af42	prohibitin	6	
MIR152	11	96741219	72	#73af42	microRNA 152	6	
TBX21	11	96988833	17324	#73af42	T-box 21	6	
IKZF3	11	98355519	81338	#73af42	IKAROS family zinc finger 3	6	
ORMDL3	11	98472120	5951	#73af42	ORM1-like 3 (S. cerevisiae)	6	
NR1D1	11	98658758	7445	#73af42	nuclear receptor subfamily 1, group D, member 1	6	
TUBG1	11	101010943	6306	#73af42	tubulin, gamma 1	6	
WNK4	11	101151393	16842	#73af42	WNK lysine deficient protein kinase 4	6	
ETV4	11	101660574	15562	#73af42	ets variant 4	6	
SOST	11	101853284	4557	#73af42	sclerostin	6	
MRC2	11	105183472	58499	#73af42	mannose receptor, C type 2	6	
KCNJ2	11	110956990	10661	#73af42	potassium inwardly-rectifying channel, subfamily J, member 2	6	
GALR2	11	116171765	2999	#73af42	galanin receptor 2	6	
NPTX1	11	119429545	9101	#73af42	neuronal pentraxin 1	6	
DNMT3A	12	3941744	22699	#73af42	DNA methyltransferase 3A	6	
OSR1	12	9624442	7058	#73af42	odd-skipped related transcription factor 1	6	
KCNS3	12	11140203	60640	#73af42	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	6	
ROCK2	12	16944979	93296	#73af42	Rho-associated coiled-coil containing protein kinase 2	6	
ODC1	12	17594874	6629	#73af42	ornithine decarboxylase, structural 1	6	
PRKAR2B	12	32008470	102806	#73af42	protein kinase, cAMP dependent regulatory, type II beta	6	
FOXG1	12	49429790	3860	#73af42	forkhead box G1	6	
SSTR1	12	58258590	4232	#73af42	somatostatin receptor 1	6	
ARG2	12	79177562	25513	#73af42	arginase type II	6	
ESRRB	12	86468418	99984	#73af42	estrogen related receptor, beta	6	
TSHR	12	91367767	139516	#73af42	thyroid stimulating hormone receptor	6	
MEG3	12	109511281	23803	#73af42	maternally expressed 3	6	
DYNC1H1	12	110567829	65549	#73af42	dynein cytoplasmic 1 heavy chain 1	6	
TRAF3	12	111132804	100785	#73af42	TNF receptor-associated factor 3	6	
KLC1	12	111725302	48976	#73af42	kinesin light chain 1	6	
CALM4	13	3887757	914	#73af42	calmodulin 4	6	
NET1	13	3932018	36202	#73af42	neuroepithelial cell transforming gene 1	6	
AGTR1A	13	30520339	46511	#73af42	angiotensin II receptor, type 1a	6	
1700018A04RIK	13	31749475	17021	#73af42	RIKEN cDNA 1700018A04 gene	6	
RIPK1	13	34186857	32296	#73af42	receptor (TNFRSF)-interacting serine-threonine kinase 1	6	
TFAP2A	13	40868779	15154	#73af42	transcription factor AP-2, alpha	6	
GCM2	13	41254903	8561	#73af42	glial cells missing homolog 2	6	
PHACTR1	13	43276315	15673	#73af42	phosphatase and actin regulator 1	6	
CD83	13	43938588	18021	#73af42	CD83 antigen	6	
SEMA4D	13	51855284	92430	#73af42	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	6	
DBN1	13	55621241	14648	#73af42	drebrin 1	6	
PITX1	13	55972867	6371	#73af42	paired-like homeodomain transcription factor 1	6	
SPOCK1	13	57573904	482242	#73af42	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1	6	
SLC6A3	13	73684866	41925	#73af42	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	6	
EXOC3	13	74317924	38895	#73af42	exocyst complex component 3	6	
MIR449C	13	113172517	108	#73af42	microRNA 449c	6	
MIR449A	13	113174068	90	#73af42	microRNA 449a	6	
FST	13	114588798	6689	#73af42	follistatin	6	
NR1D2	14	4230590	35050	#73af42	nuclear receptor subfamily 1, group D, member 2	6	
PPIF	14	25694594	6296	#73af42	peptidylprolyl isomerase F (cyclophilin F)	6	
BMPR1A	14	34133025	91478	#73af42	bone morphogenetic protein receptor, type 1A	6	
CHD8	14	52435608	59609	#73af42	chromodomain helicase DNA binding protein 8	6	
MMP14	14	54669055	10858	#73af42	matrix metallopeptidase 14 (membrane-inserted)	6	
REC8	14	55855623	7229	#73af42	REC8 meiotic recombination protein	6	
IFT88	14	57661528	93865	#73af42	intraflagellar transport 88	6	
ADRA1A	14	66872700	135917	#73af42	adrenergic receptor, alpha 1a	6	
SLC39A14	14	70540916	47957	#73af42	solute carrier family 39 (zinc transporter), member 14	6	
MIR320	14	70680950	81	#73af42	microRNA 320	6	
RB1	14	73432942	130320	#73af42	RB transcriptional corepressor 1	6	
SUCLA2	14	73790226	43358	#73af42	succinate-Coenzyme A ligase, ADP-forming, beta subunit	6	
RGCC	14	79526190	12885	#73af42	regulator of cell cycle	6	
DACH1	14	98024282	382919	#73af42	dachshund family transcription factor 1	6	
PRKAA1	15	5173343	38037	#73af42	protein kinase, AMP-activated, alpha 1 catalytic subunit	6	
BASP1	15	25363363	50487	#73af42	brain abundant, membrane attached signal protein 1	6	
MAFA	15	75617350	2820	#73af42	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)	6	
SCRIB	15	75919012	22621	#73af42	scribbled planar cell polarity	6	
PLEC	15	76055174	60404	#73af42	plectin	6	
TEX33	15	78262600	17512	#73af42	testis expressed 33	6	
IL2RB	15	78364749	14517	#73af42	interleukin 2 receptor, beta chain	6	
LGALS1	15	78810925	3740	#73af42	lectin, galactose binding, soluble 1	6	
GALR3	15	78926085	1673	#73af42	galanin receptor 3	6	
SOX10	15	79039113	9577	#73af42	SRY (sex determining region Y)-box 10	6	
DMC1	15	79445699	43611	#73af42	DNA meiotic recombinase 1	6	
SUN2	15	79608269	18468	#73af42	Sad1 and UNC84 domain containing 2	6	
SREBF2	15	82031470	57691	#73af42	sterol regulatory element binding factor 2	6	
LRRK2	15	91557427	142900	#73af42	leucine-rich repeat kinase 2	6	
PRICKLE1	15	93396992	96791	#73af42	prickle planar cell polarity protein 1	6	
RAPGEF3	15	97642651	22896	#73af42	Rap guanine nucleotide exchange factor (GEF) 3	6	
DHH	15	98789036	7385	#73af42	desert hedgehog	6	
KRT6A	15	101598363	4377	#73af42	keratin 6A	6	
SEPTIN12	16	4805188	10528	#73af42	septin 12	6	
CLEC16A	16	10363203	199539	#73af42	C-type lectin domain family 16, member A	6	
PRKDC	16	15455730	204373	#73af42	protein kinase, DNA activated, catalytic polypeptide	6	
HIRA	16	18695500	93558	#73af42	histone cell cycle regulator	6	
EIF4G1	16	20491477	20156	#73af42	eukaryotic translation initiation factor 4, gamma 1	6	
