## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
SLC16A1	9	2	531	1391
SLC20A1	9	4	531	5269
SMARCA2	9	2	531	1391
SMARCC1	9	4	531	5269
SMARCE1	9	3	531	2611
SMO	9	0	531	391
SNRPE	9	2	531	1391
SNTB1	9	3	531	2611
SNX1	9	4	531	5269
SNX2	9	4	531	5269
SNTB2	9	3	531	2611
SPTBN2	9	2	531	1391
SRP54	9	2	531	1391
SRPK2	9	3	531	2611
SRPRA	9	2	531	1391
TRIM21	9	-3	531	-62
SSBP1	9	-2	531	60
SSR1	9	2	531	1391
SSR4	9	3	531	2611
SSRP1	9	0	531	391
ST13	9	3	531	2611
STAT1	9	-12	531	-403
STAU1	9	-1	531	206
HSPA13	9	3	531	2611
STK3	9	1	531	740
CDKL5	9	9	531	8520
STRN	9	1	531	740
STX3	9	5	531	7235
STX4	9	5	531	7235
STX5	9	4	531	5269
STXBP3	9	4	531	5269
SUPT6H	9	4	531	5269
SURF4	9	2	531	1391
SURF6	9	3	531	2611
TACC1	9	3	531	2611
TARS1	9	2	531	1391
TCF19	9	9	531	8520
TERF2	9	2	531	1391
TFCP2	9	3	531	2611
TFDP1	9	3	531	2611
THBS1	9	-5	531	-213
TIAM1	9	2	531	1391
TKT	9	9	531	8520
TLR5	9	2	531	1391
TNNC1	9	0	531	391
TNNI3	9	1	531	740
TNNT2	9	-2	531	60
TOP1	9	-2	531	60
TOP2A	9	-4	531	-148
TOP2B	9	2	531	1391
TP53BP1	9	-4	531	-148
TPD52	9	4	531	5269
TPD52L2	9	3	531	2611
TPM1	9	0	531	391
TPM4	9	1	531	740
NR2C2	9	2	531	1391
TRPC4	9	9	531	8520
TSC2	9	0	531	391
TTC1	9	2	531	1391
DNAJC7	9	4	531	5269
TTC3	9	2	531	1391
TTK	9	1	531	740
TUBB2A	9	4	531	5269
TUBG1	9	0	531	391
HIRA	9	1	531	740
U2AF1	9	-4	531	-148
UBB	9	2	531	1391
UBA1	9	4	531	5269
UBE2N	9	0	531	391
UBE3A	9	0	531	391
UBTF	9	3	531	2611
UCHL1	9	-1	531	206
COL14A1	9	3	531	2611
UQCRC2	9	3	531	2611
VCAM1	9	-1	531	206
VCL	9	0	531	391
VDAC1	9	-2	531	60
EZR	9	-1	531	206
BEST1	9	3	531	2611
VRK2	9	2	531	1391
EIF4H	9	3	531	2611
WT1	9	-1	531	206
XBP1	9	-1	531	206
XPC	9	5	531	7235
XPO1	9	-1	531	206
XRCC4	9	4	531	5269
XRCC5	9	-2	531	60
YES1	9	3	531	2611
YWHAE	9	4	531	5269
ZNF131	9	3	531	2611
ZNF148	9	3	531	2611
SLC30A1	9	3	531	2611
PXDN	9	4	531	5269
MOGS	9	3	531	2611
TUBA1A	9	1	531	740
SLMAP	9	3	531	2611
MANF	9	3	531	2611
BAG6	9	-4	531	-148
ST7	9	4	531	5269
UBXN8	9	3	531	2611
KMT2D	9	0	531	391
SLC7A5	9	-3	531	-62
AKAP1	9	3	531	2611
GTPBP6	9	3	531	2611
KDM5C	9	2	531	1391
UBL4A	9	4	531	5269
AXIN1	9	2	531	1391
BAP1	9	-4	531	-148
H3C1	9	-1	531	206
PIP5K1A	9	2	531	1391
ULK1	9	-4	531	-148
BCAR3	9	9	531	8520
STX7	9	2	531	1391
NCK2	9	4	531	5269
CUL3	9	-2	531	60
CUL2	9	0	531	391
CDC42BPA	9	3	531	2611
OFD1	9	3	531	2611
PPFIBP1	9	3	531	2611
PPFIA1	9	1	531	740
PKP4	9	3	531	2611
NIPSNAP1	9	3	531	2611
ELP1	9	3	531	2611
APOL1	9	-3	531	-62
AP3B1	9	1	531	740
RRP1	9	3	531	2611
CASK	9	0	531	391
TNFSF11	9	-6	531	-256
NOP14	9	4	531	5269
FAM193A	9	3	531	2611
RUVBL1	9	0	531	391
PLPP3	9	9	531	8520
NUMB	9	1	531	740
TNKS	9	2	531	1391
IRS2	9	2	531	1391
BECN1	9	-7	531	-291
SNAP23	9	3	531	2611
MTMR1	9	3	531	2611
MPDZ	9	3	531	2611
SYNGAP1	9	2	531	1391
PER3	9	2	531	1391
FUBP1	9	1	531	740
NAE1	9	3	531	2611
DDX18	9	3	531	2611
PRPF4B	9	4	531	5269
HERC2	9	3	531	2611
HERC1	9	5	531	7235
TOP3B	9	4	531	5269
H1-10	9	3	531	2611
BAZ1B	9	0	531	391
SPAG9	9	5	531	7235
RPL14	9	3	531	2611
AIP	9	3	531	2611
GPRC5A	9	4	531	5269
MAP7	9	3	531	2611
NFS1	9	3	531	2611
PRC1	9	-2	531	60
PKMYT1	9	4	531	5269
DNAJA3	9	3	531	2611
USP8	9	-1	531	206
MTA1	9	4	531	5269
RRP9	9	3	531	2611
HGS	9	4	531	5269
ARHGEF2	9	2	531	1391
SLC33A1	9	0	531	391
DCLK1	9	2	531	1391
VAPB	9	4	531	5269
NOLC1	9	1	531	740
MAGI1	9	9	531	8520
DLG5	9	3	531	2611
CCPG1	9	3	531	2611
NUMBL	9	2	531	1391
COPB2	9	1	531	740
ATP6V1F	9	3	531	2611
KCNB2	9	9	531	8520
TRIP13	9	3	531	2611
GTF3C3	9	4	531	5269
SNAP29	9	4	531	5269
EFTUD2	9	0	531	391
TXNL1	9	3	531	2611
SLIT2	9	3	531	2611
UBE4A	9	3	531	2611
LONP1	9	3	531	2611
SLC9A3R1	9	2	531	1391
COX5A	9	4	531	5269
SELENOF	9	4	531	5269
ZRANB2	9	4	531	5269
PEX16	9	4	531	5269
SNRNP40	9	3	531	2611
ABCG2	9	-5	531	-213
ITM2B	9	1	531	740
RASAL2	9	4	531	5269
SH3BP5	9	9	531	8520
STX8	9	2	531	1391
PIGB	9	9	531	8520
AKAP5	9	2	531	1391
SLC4A7	9	3	531	2611
MAGED1	9	2	531	1391
SCAMP1	9	3	531	2611
TECR	9	4	531	5269
TMEM59	9	3	531	2611
BAG2	9	0	531	391
SEC22B	9	2	531	1391
MACROH2A1	9	2	531	1391
BCAR1	9	4	531	5269
GOSR2	9	4	531	5269
CDC42BPB	9	4	531	5269
PREPL	9	3	531	2611
PDIA4	9	1	531	740
NUP155	9	4	531	5269
SEC24C	9	2	531	1391
ARHGEF10	9	3	531	2611
CTR9	9	4	531	5269
TTC37	9	3	531	2611
NUP93	9	5	531	7235
EMC2	9	3	531	2611
PUM1	9	3	531	2611
PPP6R2	9	2	531	1391
USP6NL	9	3	531	2611
AQR	9	2	531	1391
NOS1AP	9	3	531	2611
SART3	9	4	531	5269
MLEC	9	2	531	1391
BMS1	9	4	531	5269
PTDSS1	9	3	531	2611
MRPL19	9	2	531	1391
ARHGAP11A	9	9	531	8520
ZEB2	9	-1	531	206
C2CD5	9	3	531	2611
KIAA0753	9	3	531	2611
LRIG2	9	1	531	740
SETDB1	9	2	531	1391
URB1	9	3	531	2611
TBC1D4	9	4	531	5269
SMG7	9	2	531	1391
TELO2	9	2	531	1391
G3BP2	9	-1	531	206
GOLGA5	9	4	531	5269
USP3	9	3	531	2611
NR1H4	9	1	531	740
CASP8AP2	9	3	531	2611
ABI1	9	2	531	1391
HDAC6	9	-9	531	-356
SCAMP2	9	4	531	5269
TSSC4	9	9	531	8520
PREB	9	4	531	5269
LRPPRC	9	3	531	2611
PDIA6	9	3	531	2611
TRAP1	9	2	531	1391
AKAP9	9	3	531	2611
CEBPZ	9	2	531	1391
ATP6AP2	9	2	531	1391
FARP1	9	3	531	2611
ALYREF	9	3	531	2611
PSME3	9	0	531	391
TRIM13	9	3	531	2611
FLOT1	9	1	531	740
DDX39A	9	3	531	2611
DCAF7	9	1	531	740
MRPS31	9	3	531	2611
SRRM1	9	4	531	5269
SPRY1	9	9	531	8520
STAM2	9	2	531	1391
AKAP8	9	4	531	5269
SIGMAR1	9	-3	531	-62
SAP18	9	3	531	2611
SMNDC1	9	2	531	1391
BCAS2	9	3	531	2611
SF3A1	9	4	531	5269
DNAJA2	9	-1	531	206
BCKDK	9	3	531	2611
PAK4	9	3	531	2611
KATNB1	9	4	531	5269
TNIP1	9	-1	531	206
EMC8	9	4	531	5269
CNPY2	9	1	531	740
MICU1	9	3	531	2611
NDC80	9	2	531	1391
BASP1	9	1	531	740
PGRMC2	9	2	531	1391
TUBGCP3	9	3	531	2611
TOMM40	9	2	531	1391
HAX1	9	0	531	391
BAIAP2	9	2	531	1391
SLC30A9	9	3	531	2611
PIBF1	9	3	531	2611
TIMM44	9	4	531	5269
PFDN6	9	4	531	5269
TADA3	9	3	531	2611
LRRC41	9	3	531	2611
NCOA2	9	1	531	740
MYBBP1A	9	2	531	1391
DDX17	9	5	531	7235
HYOU1	9	0	531	391
IPO8	9	4	531	5269
IPO7	9	3	531	2611
NOP56	9	1	531	740
PRDX4	9	4	531	5269
ARL6IP5	9	3	531	2611
AGR2	9	3	531	2611
SPTLC1	9	2	531	1391
SLU7	9	3	531	2611
TACC2	9	5	531	7235
PRPF8	9	2	531	1391
USP16	9	1	531	740
TBL3	9	3	531	2611
PDLIM5	9	4	531	5269
TXNIP	9	-5	531	-213
EXOC5	9	3	531	2611
MTX2	9	3	531	2611
YKT6	9	4	531	5269
NFAT5	9	-3	531	-62
NUDC	9	3	531	2611
YME1L1	9	2	531	1391
STAG2	9	2	531	1391
AHCYL1	9	1	531	740
ENTR1	9	3	531	2611
UTP14A	9	2	531	1391
FRS2	9	3	531	2611
CLPX	9	4	531	5269
RUVBL2	9	-2	531	60
WDR3	9	2	531	1391
SUGT1	9	4	531	5269
POP1	9	2	531	1391
HNRNPA0	9	4	531	5269
SEC61B	9	3	531	2611
TOMM34	9	3	531	2611
PDIA5	9	4	531	5269
OS9	9	3	531	2611
TMED2	9	4	531	5269
ERP29	9	2	531	1391
MLLT11	9	3	531	2611
STIP1	9	-4	531	-148
EBNA1BP2	9	4	531	5269
CKAP4	9	1	531	740
TMED10	9	0	531	391
FERMT2	9	1	531	740
IMMT	9	2	531	1391
KDELR2	9	9	531	8520
RAB35	9	4	531	5269
TENT4A	9	9	531	8520
CPSF6	9	2	531	1391
TRIOBP	9	3	531	2611
HNRNPUL1	9	3	531	2611
CDC42EP1	9	3	531	2611
TBC1D8	9	4	531	5269
BAZ2A	9	3	531	2611
WDR6	9	2	531	1391
MAP4K5	9	3	531	2611
NISCH	9	3	531	2611
SUPT16H	9	3	531	2611
AKAP13	9	3	531	2611
AKAP11	9	3	531	2611
SEC63	9	3	531	2611
CHP1	9	9	531	8520
USP18	9	1	531	740
COPE	9	4	531	5269
ECD	9	3	531	2611
DDX42	9	3	531	2611
EXOC3	9	3	531	2611
U2AF2	9	4	531	5269
EXOSC8	9	3	531	2611
DNAJC8	9	3	531	2611
ANKRD26	9	1	531	740
FNDC3A	9	3	531	2611
FASTKD2	9	3	531	2611
PPP6R1	9	4	531	5269
NLGN1	9	9	531	8520
DZIP1	9	3	531	2611
TRAPPC8	9	3	531	2611
DHX30	9	4	531	5269
RALY	9	1	531	740
MAPRE1	9	3	531	2611
ATF6	9	0	531	391
SNW1	9	3	531	2611
KIN	9	3	531	2611
SLC4A1AP	9	3	531	2611
EFR3B	9	3	531	2611
PDCD11	9	4	531	5269
CEP131	9	3	531	2611
PLCH1	9	3	531	2611
RBM34	9	4	531	5269
SAMD4A	9	9	531	8520
TNIK	9	3	531	2611
PDS5B	9	9	531	8520
FNBP1	9	9	531	8520
EMC1	9	2	531	1391
RRP1B	9	4	531	5269
MYCBP2	9	3	531	2611
VWA8	9	3	531	2611
AVL9	9	4	531	5269
ZC3H13	9	3	531	2611
IQSEC2	9	9	531	8520
SARM1	9	-1	531	206
MRPS27	9	4	531	5269
SPART	9	2	531	1391
TNRC6B	9	5	531	7235
TAB2	9	3	531	2611
CLASP2	9	2	531	1391
POGZ	9	4	531	5269
ANKLE2	9	3	531	2611
NCDN	9	3	531	2611
CLCC1	9	3	531	2611
RTF1	9	9	531	8520
TTLL12	9	3	531	2611
PASK	9	4	531	5269
DIP2A	9	3	531	2611
UBXN4	9	3	531	2611
GANAB	9	4	531	5269
MDN1	9	4	531	5269
FAF2	9	2	531	1391
PMPCA	9	3	531	2611
JMJD6	9	1	531	740
RRS1	9	2	531	1391
TBC1D1	9	9	531	8520
RRP12	9	3	531	2611
SYNE2	9	3	531	2611
NUP210	9	3	531	2611
VPS13A	9	1	531	740
DNAJC9	9	2	531	1391
TMEM131L	9	3	531	2611
ANKRD28	9	3	531	2611
PDS5A	9	3	531	2611
BOP1	9	3	531	2611
DDHD2	9	0	531	391
ADGRL2	9	3	531	2611
CLUH	9	3	531	2611
NUP160	9	3	531	2611
AGTPBP1	9	3	531	2611
DMXL2	9	3	531	2611
DNAJC13	9	3	531	2611
CLASP1	9	5	531	7235
SYNM	9	3	531	2611
DNAJC16	9	2	531	1391
ESYT1	9	2	531	1391
SYNE1	9	3	531	2611
UBR4	9	3	531	2611
FNBP4	9	3	531	2611
PSD3	9	3	531	2611
OBSL1	9	1	531	740
LARP1	9	0	531	391
UFL1	9	3	531	2611
RRP8	9	3	531	2611
SRGAP2	9	3	531	2611
NUDCD3	9	3	531	2611
NOMO1	9	3	531	2611
SF3B3	9	1	531	740
ABCB10	9	3	531	2611
PES1	9	3	531	2611
MACF1	9	3	531	2611
ZFYVE26	9	3	531	2611
TMEM131	9	3	531	2611
SUZ12	9	4	531	5269
SLC39A14	9	3	531	2611
SRRM2	9	2	531	1391
RBFOX2	9	5	531	7235
SNAPIN	9	3	531	2611
GTPBP4	9	0	531	391
LEMD3	9	1	531	740
ZMYND8	9	3	531	2611
NUP62	9	2	531	1391
PLD3	9	3	531	2611
PLXNB2	9	3	531	2611
CEMIP2	9	4	531	5269
STX12	9	3	531	2611
SH3BP4	9	3	531	2611
CADM1	9	2	531	1391
SDF2L1	9	3	531	2611
FKBP8	9	4	531	5269
BRD1	9	5	531	7235
MTCH1	9	5	531	7235
KIF4A	9	0	531	391
FTSJ1	9	3	531	2611
TFIP11	9	3	531	2611
PANX1	9	-4	531	-148
PRPF6	9	4	531	5269
SUN2	9	2	531	1391
RAB3GAP2	9	2	531	1391
CIZ1	9	3	531	2611
SLC39A6	9	3	531	2611
DCAF13	9	3	531	2611
MTHFD1L	9	3	531	2611
AHCTF1	9	3	531	2611
C1orf43	9	3	531	2611
NDUFAF3	9	4	531	5269
ZDHHC5	9	4	531	5269
NOL11	9	3	531	2611
NSL1	9	3	531	2611
KANK2	9	3	531	2611
AAR2	9	4	531	5269
GORASP2	9	3	531	2611
RPAP1	9	3	531	2611
ZNF451	9	2	531	1391
RAB11FIP5	9	1	531	740
LSM14A	9	5	531	7235
ARHGEF26	9	9	531	8520
ABHD12	9	3	531	2611
TOR1AIP1	9	4	531	5269
EDRF1	9	3	531	2611
TANC2	9	9	531	8520
KIFBP	9	3	531	2611
GAPVD1	9	2	531	1391
NOC2L	9	4	531	5269
RSL1D1	9	4	531	5269
SENP3	9	4	531	5269
SACS	9	3	531	2611
ERAL1	9	4	531	5269
GNL3	9	1	531	740
CNNM3	9	4	531	5269
LATS2	9	-1	531	206
CKAP2	9	4	531	5269
MRPL46	9	4	531	5269
TBL2	9	2	531	1391
CHORDC1	9	3	531	2611
ATP2C1	9	-1	531	206
SND1	9	3	531	2611
STAU2	9	2	531	1391
PPA2	9	4	531	5269
GHITM	9	3	531	2611
SNX5	9	3	531	2611
FAM184B	9	3	531	2611
ARFIP1	9	3	531	2611
PDCD4	9	3	531	2611
R3HCC1L	9	3	531	2611
TOX3	9	3	531	2611
ANGPTL3	9	-1	531	206
HTATSF1	9	3	531	2611
EML4	9	1	531	740
PPP2R3B	9	9	531	8520
MRPS28	9	4	531	5269
MRPS18B	9	1	531	740
ACAD9	9	3	531	2611
IFT81	9	2	531	1391
FLVCR1	9	3	531	2611
ATAD2	9	9	531	8520
ZC3H7A	9	3	531	2611
NDUFAF4	9	2	531	1391
MED4	9	2	531	1391
MRPL22	9	3	531	2611
TBK1	9	-12	531	-403
UHRF1	9	-1	531	206
SENP1	9	2	531	1391
EEF2K	9	1	531	740
PYCR2	9	2	531	1391
NENF	9	3	531	2611
CERS2	9	0	531	391
TNPO2	9	4	531	5269
CXXC1	9	9	531	8520
DNTTIP2	9	3	531	2611
WRAP73	9	3	531	2611
MINK1	9	3	531	2611
PNPLA8	9	3	531	2611
HP1BP3	9	3	531	2611
NSDHL	9	0	531	391
MTERF3	9	3	531	2611
RRP15	9	3	531	2611
MRPS16	9	3	531	2611
MRPS7	9	2	531	1391
UTP18	9	3	531	2611
NDUFAF1	9	3	531	2611
MRPS2	9	2	531	1391
DCXR	9	3	531	2611
NIN	9	3	531	2611
TACO1	9	4	531	5269
GLRX5	9	9	531	8520
MRPL37	9	3	531	2611
TLR7	9	-4	531	-148
ECSIT	9	3	531	2611
TIMMDC1	9	2	531	1391
THEM6	9	2	531	1391
TEX264	9	3	531	2611
MRPS17	9	3	531	2611
NIP7	9	3	531	2611
SUCO	9	3	531	2611
UBE2J1	9	3	531	2611
DCDC2	9	9	531	8520
HACD3	9	2	531	1391
TRIAP1	9	3	531	2611
CWC15	9	3	531	2611
LARP7	9	-1	531	206
ESF1	9	3	531	2611
PCF11	9	3	531	2611
PIAS4	9	2	531	1391
NBAS	9	1	531	740
DHRS7	9	4	531	5269
MRPL48	9	3	531	2611
PTRH2	9	3	531	2611
CDK5RAP1	9	3	531	2611
SELENOT	9	2	531	1391
DNAJB11	9	3	531	2611
WBP11	9	4	531	5269
STX18	9	3	531	2611
CYCS	9	1	531	740
SLC38A2	9	3	531	2611
DNAJC10	9	3	531	2611
CCSER2	9	3	531	2611
RETREG1	9	3	531	2611
PLEKHA5	9	3	531	2611
DGCR8	9	3	531	2611
TMX3	9	3	531	2611
DHX29	9	3	531	2611
PUS7	9	3	531	2611
MRPL50	9	3	531	2611
NDUFB11	9	3	531	2611
DDX49	9	3	531	2611
EGLN1	9	3	531	2611
PAF1	9	4	531	5269
PDP1	9	9	531	8520
DNAJB12	9	3	531	2611
AFTPH	9	3	531	2611
CC2D1A	9	3	531	2611
GPATCH4	9	6	531	8465
TMEM214	9	3	531	2611
UHRF1BP1	9	3	531	2611
NCAPG2	9	4	531	5269
CHCHD3	9	3	531	2611
LAMTOR1	9	2	531	1391
PIH1D1	9	3	531	2611
C17orf80	9	3	531	2611
FKBP14	9	9	531	8520
NOL8	9	3	531	2611
PTCD3	9	4	531	5269
MRPL20	9	3	531	2611
PDPR	9	4	531	5269
UACA	9	3	531	2611
SLC6A15	9	3	531	2611
CEP192	9	3	531	2611
RBM28	9	1	531	740
TMEM33	9	2	531	1391
RMDN3	9	4	531	5269
RIF1	9	2	531	1391
DNAJC17	9	3	531	2611
PBRM1	9	3	531	2611
ATAD3A	9	-2	531	60
BBS7	9	3	531	2611
FANCI	9	5	531	7235
MACO1	9	4	531	5269
NAT10	9	3	531	2611
LRRC1	9	3	531	2611
PANK4	9	3	531	2611
STEAP3	9	4	531	5269
KIRREL1	9	3	531	2611
CCDC25	9	9	531	8520
TYW1	9	4	531	5269
WDR41	9	2	531	1391
QRSL1	9	3	531	2611
PPP6R3	9	3	531	2611
BRIX1	9	3	531	2611
LSG1	9	1	531	740
HJURP	9	5	531	7235
LRRC59	9	3	531	2611
NCBP3	9	3	531	2611
PARL	9	3	531	2611
MACROH2A2	9	9	531	8520
VEZT	9	4	531	5269
KIF21A	9	3	531	2611
KIF16B	9	3	531	2611
SMPD4	9	4	531	5269
DEPDC1	9	1	531	740
PRPF40A	9	1	531	740
IWS1	9	5	531	7235
RABL6	9	9	531	8520
PACS1	9	3	531	2611
IARS2	9	1	531	740
CCDC88A	9	2	531	1391
NDC1	9	4	531	5269
WDR11	9	4	531	5269
TSR1	9	4	531	5269
N4BP2	9	3	531	2611
DNAJC11	9	3	531	2611
VPS35	9	-1	531	206
CNDP2	9	4	531	5269
CDK5RAP2	9	1	531	740
UGGT2	9	2	531	1391
TTC17	9	3	531	2611
PRR11	9	3	531	2611
TDP1	9	9	531	8520
TXLNG	9	3	531	2611
DEPDC1B	9	3	531	2611
PAG1	9	3	531	2611
CENPJ	9	9	531	8520
EAPP	9	3	531	2611
USE1	9	3	531	2611
TEX2	9	3	531	2611
ZC3H15	9	4	531	5269
TMEM126B	9	3	531	2611
UNC45A	9	3	531	2611
CMAS	9	3	531	2611
ERBIN	9	3	531	2611
NDUFA12	9	4	531	5269
NSFL1C	9	4	531	5269
TMX4	9	3	531	2611
LRRC8A	9	0	531	391
ERO1B	9	3	531	2611
BCCIP	9	-1	531	206
TWNK	9	1	531	740
EMC7	9	2	531	1391
RAD18	9	1	531	740
UGGT1	9	2	531	1391
DPYSL5	9	2	531	1391
SMARCAD1	9	3	531	2611
NCLN	9	3	531	2611
MRPS22	9	3	531	2611
CCDC47	9	2	531	1391
DDX24	9	1	531	740
GOPC	9	2	531	1391
NUP107	9	3	531	2611
LYRM4	9	3	531	2611
ATP13A1	9	4	531	5269
RALGAPB	9	3	531	2611
VARS2	9	3	531	2611
SLC39A10	9	3	531	2611
VANGL2	9	4	531	5269
ARFGEF3	9	9	531	8520
PBXIP1	9	3	531	2611
RAB22A	9	3	531	2611
TMCC3	9	3	531	2611
ZNF512B	9	3	531	2611
GRAMD1B	9	2	531	1391
PLEKHG1	9	3	531	2611
ESYT2	9	2	531	1391
KIDINS220	9	2	531	1391
AARS2	9	9	531	8520
CASKIN2	9	3	531	2611
SRGAP1	9	9	531	8520
PCDH19	9	4	531	5269
CGN	9	9	531	8520
MIB1	9	4	531	5269
SEMA6A	9	3	531	2611
SIPA1L2	9	3	531	2611
FAM135A	9	3	531	2611
MRTFA	9	2	531	1391
SHROOM3	9	3	531	2611
STIM2	9	3	531	2611
USP28	9	2	531	1391
GRAMD1A	9	2	531	1391
EPB41L5	9	3	531	2611
KIAA1549	9	2	531	1391
RNF213	9	-1	531	206
TNRC6C	9	9	531	8520
NCKAP5L	9	3	531	2611
SRPRB	9	2	531	1391
CACTIN	9	3	531	2611
PLEKHA1	9	3	531	2611
SENP2	9	3	531	2611
EXOC4	9	3	531	2611
MRPS35	9	3	531	2611
FASTKD5	9	3	531	2611
ELAC2	9	3	531	2611
GUF1	9	4	531	5269
SPCS3	9	2	531	1391
NAA35	9	3	531	2611
RINT1	9	4	531	5269
FKBP10	9	2	531	1391
THADA	9	4	531	5269
UBE2O	9	4	531	5269
MRPS14	9	3	531	2611
MCCC2	9	4	531	5269
IFIH1	9	-4	531	-148
P3H1	9	1	531	740
DNAJC1	9	3	531	2611
ATL2	9	5	531	7235
NOC3L	9	4	531	5269
INF2	9	3	531	2611
MRPS25	9	3	531	2611
VPS16	9	0	531	391
NUCKS1	9	3	531	2611
SMAP2	9	4	531	5269
ATPAF1	9	3	531	2611
TBC1D15	9	3	531	2611
DDX31	9	3	531	2611
NIBAN2	9	2	531	1391
NT5DC2	9	2	531	1391
MRPS26	9	4	531	5269
MRPS24	9	4	531	5269
MRPS11	9	3	531	2611
MRPS9	9	3	531	2611
MRPS5	9	3	531	2611
MRPL41	9	4	531	5269
MRPL40	9	4	531	5269
TMEM237	9	4	531	5269
MRPL44	9	3	531	2611
KRI1	9	4	531	5269
MARCKSL1	9	3	531	2611
COA7	9	3	531	2611
PHACTR4	9	3	531	2611
DDRGK1	9	3	531	2611
MRPS34	9	0	531	391
DDX54	9	2	531	1391
MAPKAP1	9	4	531	5269
MBOAT7	9	2	531	1391
TNIP2	9	4	531	5269
GCC1	9	3	531	2611
TTC13	9	3	531	2611
CARS2	9	3	531	2611
MRPL24	9	3	531	2611
FAM184A	9	3	531	2611
RPAP3	9	3	531	2611
CENPU	9	2	531	1391
NOL9	9	3	531	2611
IPO4	9	3	531	2611
PALB2	9	0	531	391
CLMN	9	3	531	2611
PEAK1	9	3	531	2611
CSPP1	9	3	531	2611
LPCAT1	9	4	531	5269
ATAD5	9	3	531	2611
SCD5	9	3	531	2611
WLS	9	2	531	1391
DNAJB14	9	2	531	1391
FRAS1	9	2	531	1391
TARS2	9	1	531	740
GRPEL1	9	3	531	2611
CDK5RAP3	9	4	531	5269
PLEKHO2	9	9	531	8520
TRABD	9	3	531	2611
GKAP1	9	3	531	2611
CEP70	9	9	531	8520
REEP4	9	3	531	2611
COL18A1	9	1	531	740
LNPK	9	3	531	2611
CLPTM1L	9	0	531	391
HM13	9	3	531	2611
TMX1	9	2	531	1391
TXNDC5	9	2	531	1391
ANP32E	9	2	531	1391
ITM2C	9	4	531	5269
DIAPH3	9	2	531	1391
VMP1	9	1	531	740
VANGL1	9	2	531	1391
LAS1L	9	3	531	2611
TRAPPC9	9	4	531	5269
GRWD1	9	4	531	5269
L3MBTL2	9	3	531	2611
ATAD3B	9	2	531	1391
EIF2A	9	1	531	740
SPNS1	9	3	531	2611
CCDC8	9	3	531	2611
BRIP1	9	2	531	1391
MAGT1	9	-3	531	-62
DTNBP1	9	1	531	740
NSRP1	9	3	531	2611
WDR75	9	3	531	2611
UTP15	9	3	531	2611
ZNF644	9	3	531	2611
RPF2	9	3	531	2611
ASCC2	9	1	531	740
ANTXR1	9	9	531	8520
FAR1	9	3	531	2611
TMEM126A	9	3	531	2611
FLYWCH1	9	3	531	2611
TCHP	9	3	531	2611
HSDL2	9	3	531	2611
COQ5	9	3	531	2611
DNAJC30	9	3	531	2611
CHCHD6	9	3	531	2611
PYM1	9	4	531	5269
MRPL45	9	2	531	1391
CCDC115	9	4	531	5269
CCDC77	9	3	531	2611
NIFK	9	4	531	5269
LZTS2	9	3	531	2611
SYVN1	9	1	531	740
ZNF512	9	3	531	2611
LCOR	9	9	531	8520
NEURL4	9	3	531	2611
MRPL43	9	2	531	1391
GLYR1	9	3	531	2611
HINT2	9	3	531	2611
HDGFL2	9	3	531	2611
CBX2	9	5	531	7235
USP30	9	9	531	8520
TUBA1C	9	2	531	1391
GPAT3	9	3	531	2611
RTN4IP1	9	3	531	2611
LMNB2	9	2	531	1391
AIFM2	9	3	531	2611
CEP89	9	3	531	2611
UTP4	9	3	531	2611
PPP1R15B	9	2	531	1391
TMEM209	9	3	531	2611
LTV1	9	2	531	1391
RBM17	9	5	531	7235
SLX9	9	3	531	2611
DNAJC14	9	3	531	2611
TANC1	9	3	531	2611
TSLP	9	3	531	2611
PNPT1	9	3	531	2611
CHRFAM7A	9	4	531	5269
ZNF622	9	3	531	2611
TMEM263	9	3	531	2611
ACBD5	9	3	531	2611
NDUFAF2	9	3	531	2611
SNX29	9	2	531	1391
MRPS36	9	3	531	2611
TIMM50	9	3	531	2611
REEP6	9	4	531	5269
MMGT1	9	3	531	2611
ATP5IF1	9	4	531	5269
MUC16	9	-9	531	-356
PAXBP1	9	3	531	2611
MTFR2	9	9	531	8520
AHNAK2	9	3	531	2611
GPRIN1	9	3	531	2611
FMNL2	9	9	531	8520
OSBPL1A	9	9	531	8520
OSBPL8	9	4	531	5269
PTPMT1	9	2	531	1391
SNAP47	9	3	531	2611
THEM4	9	3	531	2611
FTSJ3	9	3	531	2611
PDZD8	9	3	531	2611
IKBIP	9	3	531	2611
LEO1	9	9	531	8520
EARS2	9	3	531	2611
MSI2	9	4	531	5269
LSM12	9	4	531	5269
CCDC43	9	9	531	8520
MRPL10	9	3	531	2611
PIGU	9	4	531	5269
CRYBG3	9	2	531	1391
OCIAD2	9	4	531	5269
DNAJC21	9	4	531	5269
WDR36	9	2	531	1391
STXBP5	9	9	531	8520
GPAT4	9	4	531	5269
BRI3BP	9	3	531	2611
SOGA1	9	3	531	2611
SMCR8	9	3	531	2611
MPP7	9	3	531	2611
POGLUT3	9	3	531	2611
CPNE8	9	3	531	2611
B3GLCT	9	9	531	8520
CDAN1	9	9	531	8520
KIF18B	9	4	531	5269
TMEM199	9	2	531	1391
DHRS13	9	3	531	2611
C19orf25	9	3	531	2611
C1orf52	9	3	531	2611
SPICE1	9	3	531	2611
