## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta	views	view_delta	view_rank	view_rank_delta
LAG3	10	2	521	2397	7	5	2268	-1447
RPSA	10	-4	521	211	1	-1	6815	3102
MARS1	10	-3	521	375	2	1	4945	102
MAX	10	-1	521	829	4	-1	3280	1420
MBNL1	10	3	521	3481	7	5	2200	-1257
MC4R	10	-1	521	829	66	27	280	-34
MCL1	10	-7	521	-135	28	19	666	-519
MCM7	10	-10	521	-288	4	-3	3316	1861
MEF2C	10	-2	521	563	10	7	1678	-1027
MMP3	10	1	521	1694	46	30	415	-294
MYO1C	10	-1	521	829	2	2	5295	-3051
NAP1L1	10	-2	521	563	0	-3	9250	6480
NDUFA4	10	1	521	1694	7	5	2252	-1403
RPL10A	10	-6	521	-39	0	-1	9360	4146
NEFL	10	-3	521	375	27	15	687	-242
NME2	10	-3	521	375	2	-1	5152	2364
NONO	10	-12	521	-356	5	4	2911	-2319
NRAS	10	-1	521	829	32	20	590	-346
NRF1	10	0	521	1182	11	0	1598	580
NT5E	10	-7	521	-135	30	22	619	-654
NUP98	10	-13	521	-377	3	1	4257	411
P4HB	10	-5	521	74	1	-2	7059	4156
SLC26A4	10	3	521	3481	1	0	6278	1736
PFKFB4	10	1	521	1694	3	1	4180	424
PGR	10	0	521	1182	56	-10	339	155
PKD1	10	2	521	2397	0	0
PNN	10	-2	521	563	1	-1	7115	3229
MED1	10	-2	521	563	8	4	2070	-310
PRKAA1	10	0	521	1182	2	1	5575	-270
PRPS1	10	-2	521	563	0	0
PTPN6	10	4	521	5321	14	12	1282	-2380
PTX3	10	-6	521	-39	17	11	1050	-535
PVT1	10	-14	521	-398	1	-1	6638	3099
PYCR1	10	-8	521	-201	1	1	6629	-930
RBBP4	10	-6	521	-39	4	3	3360	-1706
RBBP5	10	1	521	1694	0	0	9193	1455
UPF1	10	-11	521	-331	13	4	1365	171
ROBO1	10	0	521	1182	8	7	2031	-3220
RPL13	10	-6	521	-39	1	0	7026	1564
RPL17	10	-5	521	74	11	-1	1597	660
RPL18A	10	-6	521	-39	1	1	7019	-1458
RPL29	10	-2	521	563	0	0	9257	1430
RPLP0	10	-5	521	74	0	0	9255	1429
RPS14	10	-2	521	563	0	-1	9371	4149
RRM2	10	2	521	2397	4	3	3441	-1780
RYR1	10	-4	521	211	15	5	1208	85
S100A8	10	-9	521	-243	20	16	936	-1579
SAFB	10	-1	521	829	1	1	7010	-1419
SLC3A2	10	-6	521	-39	10	5	1714	-275
FSCN1	10	-3	521	375	1	-1	6945	3153
SPARC	10	-1	521	829	37	23	519	-285
SPINK1	10	-1	521	829	10	2	1702	365
SPP1	10	-12	521	-356	100	56	173	-109
STAT5A	10	1	521	1694	1	-2	7396	4416
STIM1	10	-6	521	-39	5	-7	2753	1838
STK3	10	1	521	1694	3	2	4369	-1428
AURKA	10	-4	521	211	1	0	6436	1698
SURF4	10	2	521	2397	2	2	5647	-3989
TCOF1	10	1	521	1694	7	5	2170	-1194
THBS1	10	1	521	1694	25	19	741	-903
TIA1	10	2	521	2397	12	10	1416	-1827
TSHR	10	10	521	17353	33	22	564	-389
TTN	10	-9	521	-243	516	185	5	-7
TUBB2A	10	-8	521	-201	3	0	4265	1365
TXN	10	0	521	1182	58	12	322	47
UFD1	10	3	521	3481	4	4	3561	-5322
VDAC1	10	-12	521	-356	7	3	2314	-53
VHL	10	-7	521	-135	33	6	570	116
ZAP70	10	-1	521	829	26	-5	709	305
TUBA1A	10	-2	521	563	3	0	4379	1394
RAB7A	10	-6	521	-39	14	8	1305	-425
DDX39B	10	-2	521	563	1	-3	7354	4963
PABPN1	10	2	521	2397	1	-2	6924	4066
RBM10	10	-3	521	375	8	-6	2048	1209
FZD7	10	4	521	5321	2	2	5429	-3423
CUL3	10	-7	521	-135	7	1	2358	611
CUL1	10	-9	521	-243	1	-3	7385	4988
SMARCA5	10	-6	521	-39	3	2	4375	-1435
KHSRP	10	-4	521	211	3	2	4293	-1290
SRSF9	10	0	521	1182	1	1	7139	-1563
PABPC4	10	-7	521	-135	2	2	5590	-3839
IQGAP1	10	-9	521	-243	7	2	2341	330
NRP1	10	4	521	5321	17	8	1100	-132
FUBP3	10	-4	521	211	0	0
USP10	10	-4	521	211	3	2	4218	-1162
AIFM1	10	-5	521	74	4	4	3472	-4751
BUB3	10	-8	521	-201	1	1	6940	-1343
MTA2	10	-7	521	-135	6	5	2579	-2787
EFTUD2	10	-8	521	-201	0	-3	10139	7169
NTN1	10	-3	521	375	8	7	2039	-3321
ATG5	10	2	521	2397	24	16	779	-557
BAG3	10	-3	521	375	9	6	1875	-1073
NUP93	10	-7	521	-135	5	4	2953	-2483
HDAC9	10	1	521	1694	8	5	2045	-843
PIEZO1	10	-11	521	-331	57	24	335	-46
NR1H4	10	1	521	1694	52	26	374	-98
PDCD6IP	10	-4	521	211	15	12	1218	-1754
SRRM1	10	1	521	1694	2	1	5478	-227
SF3B4	10	-2	521	563	0	-1	9732	4225
TNIP1	10	0	521	1182	3	3	4151	-3861
TUBB3	10	-7	521	-135	1	1	6893	-1259
NDRG1	10	-3	521	375	12	5	1476	-19
TAB1	10	-3	521	375	1	-1	7161	3258
TACC3	10	5	521	8355	0	-2	9859	5955
MYBBP1A	10	-7	521	-135	4	4	3550	-5267
CXCL13	10	0	521	1182	53	37	365	-349
SLCO1B1	10	2	521	2397	8	0	2054	702
USP39	10	-3	521	375	3	1	4395	344
SEC24A	10	1	521	1694	0	0	10511	760
POP1	10	1	521	1694	0	-3	9855	6935
EBNA1BP2	10	2	521	2397	2	2	5527	-3696
RIPK3	10	-3	521	375	11	9	1606	-2308
FSTL1	10	-1	521	829	2	-1	5556	2569
PARK7	10	-7	521	-135	15	0	1224	430
U2AF2	10	-8	521	-201	5	4	3061	-3008
KLRK1	10	2	521	2397	63	20	294	1
ACIN1	10	-5	521	74	1	1	7681	-2354
KDM6B	10	1	521	1694	6	2	2561	240
NEDD4L	10	-8	521	-201	5	4	2976	-2619
SIRT5	10	1	521	1694	13	12	1395	-4407
GTPBP4	10	-2	521	563	0	0	10282	877
PANX1	10	-1	521	829	2	1	5644	-267
UBXN7	10	3	521	3481	0	0
RSL1D1	10	-4	521	211	1	1	7394	-1883
SENP3	10	0	521	1182	0	0	10227	909
PABPC1	10	-14	521	-398	10	4	1738	-20
HIPK2	10	2	521	2397	4	4	3726	-7190
TBK1	10	-7	521	-135	20	13	935	-620
RACGAP1	10	-2	521	563	4	2	3576	-377
UHRF1	10	-7	521	-135	8	-4	2073	1134
TRA2A	10	2	521	2397	0	0	10267	889
RPL26L1	10	1	521	1694	0	0	10463	776
GOLM1	10	4	521	5321	0	0	11363	377
SIRT7	10	0	521	1182	3	3	4488	-5650
LSR	10	4	521	5321	0	0	10924	551
NOP58	10	-1	521	829	0	0	10939	542
OTUD6B	10	3	521	3481	0	-2	10851	6657
MRPS23	10	2	521	2397	0	0
ZFR	10	-2	521	563	0	0	11049	497
UGT1A1	10	-5	521	74	14	8	1265	-351
NSUN2	10	-6	521	-39	3	1	4529	299
ATG16L1	10	0	521	1182	6	5	2507	-2502
CEP55	10	0	521	1182	1	-4	7674	5631
RIF1	10	0	521	1182	5	3	3056	-1106
MEG3	10	-2	521	563	6	-6	2673	1723
OTUB1	10	-8	521	-201	4	4	3716	-7053
NPLOC4	10	-1	521	829	0	-4	10591	8169
CCDC88A	10	-1	521	829	3	2	4455	-1533
ZC3HAV1	10	-7	521	-135	3	1	4550	295
NUFIP2	10	1	521	1694	1	1	7836	-2536
RNF213	10	-1	521	829	4	1	3735	603
CHD8	10	-1	521	829	3	1	4580	278
RBM25	10	-5	521	74	0	0	11505	334
AHNAK	10	-8	521	-201	7	0	2357	825
DERL1	10	3	521	3481	6	1	2644	612
IPO4	10	1	521	1694	3	3	4524	-5917
GSDMD	10	-3	521	375	39	-4	506	211
NANOG	10	-7	521	-135	34	8	556	90
TET1	10	-2	521	563	8	0	2110	736
ZBP1	10	3	521	3481	9	3	1901	141
TXNDC5	10	-2	521	563	2	1	5933	-396
FIP1L1	10	0	521	1182	11	7	1621	-843
TRIM56	10	0	521	1182	0	0
SYVN1	10	-4	521	211	3	0	4649	1468
RBM17	10	4	521	5321	0	-1	11757	5243
H2AZ2	10	1	521	1694	1	1	8259	-3207
IKBIP	10	5	521	8355	0	0
CMTM4	10	1	521	1694	0	0
TMPRSS6	10	1	521	1694	3	-1	4697	2195
HNRNPA3	10	-11	521	-331	0	0	12105	107
HRNR	10	-4	521	211	0	0
LIN28B	10	1	521	1694	2	0	6193	1726
MIRLET7C	10	5	521	8355	0	0
MIR143	10	-10	521	-288	0	0
MIR92A1	10	-4	521	211	0	0
ZFAS1	10	0	521	1182	0	0
MIR335	10	2	521	2397	0	0
MIR370	10	0	521	1182	0	0
MIR378A	10	-1	521	829	0	0
MIR451A	10	-5	521	74	0	0
A2M	9	3	758	5084	71	45	257	-210
SERPINA3	9	3	758	5084	11	4	1559	101
ACTL6A	9	-8	758	-372	2	2	4862	-2307
ACTN3	9	1	758	2160	1	1	6322	-647
ADD3	9	-1	758	945	5	4	2765	-1920
ALB	9	-6	758	-163	402	113	16	-4
ALK	9	-5	758	-26	85	50	208	-147
BIN1	9	-2	758	592	11	10	1541	-3236
ANGPT2	9	-6	758	-163	12	-4	1460	720
ANPEP	9	3	758	5084	22	13	834	-310
ANXA1	9	-11	758	-525	41	25	473	-269
ANXA6	9	2	758	3244	3	0	3932	1292
ANXA11	9	0	758	1457	2	1	4886	134
BIRC2	9	-1	758	945	8	4	1934	-192
BIRC5	9	-7	758	-276	39	27	493	-412
APOA1	9	-5	758	-26	16	7	1113	-47
APOC3	9	-1	758	945	29	18	644	-366
FASLG	9	2	758	3244	107	29	162	10
AQP4	9	-4	758	138	5	2	2782	147
ABCC6	9	3	758	5084	4	1	3464	616
ARCN1	9	0	758	1457	0	0	8899	1676
ARF1	9	4	758	8118	13	7	1345	-269
ARF3	9	-1	758	945	1	1	6443	-759
ARF4	9	1	758	2160	2	1	4894	130
ARF6	9	1	758	2160	5	-2	2747	1329
ATP5F1C	9	-6	758	-163	3	3	3949	-3320
BACH1	9	-4	758	138	5	0	2801	947
BAX	9	1	758	2160	76	23	233	0
BCAT1	9	4	758	8118	5	4	2802	-2009
BCL2L1	9	-3	758	326	0	0	12894	3
BMI1	9	1	758	2160	13	9	1331	-800
KLF5	9	-10	758	-480	6	2	2485	270
C4A	9	2	758	3244	8	2	1989	350
CA9	9	0	758	1457	30	20	620	-447
DDR1	9	-2	758	592	20	10	910	-156
CAPZA1	9	-2	758	592	0	0	9335	1385
CBR1	9	-1	758	945	1	0	6368	1712
CD4	9	4	758	8118	272	-57	33	20
CDKN2B	9	2	758	3244	18	16	1001	-2383
CCR7	9	-1	758	945	61	29	302	-84
COL1A2	9	-3	758	326	11	6	1505	-286
COPB1	9	-5	758	-26	3	2	3910	-791
CPS1	9	-1	758	945	16	-5	1106	552
CSE1L	9	-10	758	-480	0	0
CSF1	9	1	758	2160	60	12	308	46
CSNK2B	9	-6	758	-163	5	5	2766	-4360
CYLD	9	-2	758	592	7	4	2191	-468
CYP1B1	9	0	758	1457	17	12	1054	-783
CYP2E1	9	3	758	5084	45	8	424	98
DDB1	9	-13	758	-593	8	7	1976	-2826
GSDME	9	-1	758	945	3	2	3974	-846
DYNC1H1	9	-12	758	-568	2	0	4936	1495
DSG1	9	-3	758	326	11	-3	1553	728
EBF1	9	3	758	5084	7	1	2206	570
S1PR1	9	1	758	2160	19	5	959	135
EEF1G	9	-14	758	-614	2	2	4970	-2427
EGF	9	-3	758	326	212	81	65	-17
EIF2S3	9	-11	758	-525	1	1	6439	-761
EIF4G1	9	-8	758	-372	0	-1	8874	4138
EIF4G2	9	-4	758	138	3	2	3928	-814
ELK3	9	2	758	3244	4	4	3297	-4104
EPAS1	9	-5	758	-26	31	11	605	13
EPB41L2	9	-3	758	326	4	4	3284	-4090
FBL	9	-3	758	326	14	4	1291	171
F2RL1	9	1	758	2160	11	1	1546	463
FABP4	9	1	758	2160	7	1	2178	569
FANCD2	9	1	758	2160	6	0	2476	846
FBP1	9	0	758	1457	4	4	3282	-4075
FGFR2	9	-8	758	-372	10	-3	1695	814
FH	9	-4	758	138	29	7	634	104
FKBP5	9	-7	758	-276	24	10	771	-52
NR5A1	9	2	758	3244	29	11	645	-6
XRCC6	9	-16	758	-651	13	7	1347	-274
GAB1	9	0	758	1457	4	4	3267	-4020
GART	9	-7	758	-276	6	5	2408	-2140
GATA4	9	-5	758	-26	17	10	1061	-387
GGT1	9	-1	758	945	2	2	4966	-2424
GNB1	9	-5	758	-26	5	4	2818	-2092
GPX1	9	1	758	2160	11	9	1567	-1980
GSPT1	9	-3	758	326	8	5	1983	-692
HADHA	9	-11	758	-525	4	3	3305	-1613
HBA1	9	-1	758	945	25	10	734	-40
HCRT	9	4	758	8118	0	0
HDLBP	9	-5	758	-26	2	1	4975	85
HELLS	9	-3	758	326	2	-5	4984	3532
HK1	9	-3	758	326	7	5	2144	-1153
HLA-C	9	-6	758	-163	28	17	665	-327
HLA-G	9	-7	758	-276	25	14	727	-230
HMGB2	9	0	758	1457	4	2	3410	-268
HNRNPH2	9	-8	758	-372	3	2	4118	-1049
HNRNPH3	9	-5	758	-26	1	0	6787	1619
HOXA9	9	3	758	5084	7	1	2255	574
HSF1	9	0	758	1457	18	2	1013	277
DNAJA1	9	-14	758	-614	2	0	5042	1502
HSPA6	9	-7	758	-276	2	2	5045	-2543
IFNGR1	9	3	758	5084	21	12	872	-275
IGF2R	9	0	758	1457	18	13	1016	-897
IL1RN	9	3	758	5084	10	6	1700	-612
IL6R	9	-4	758	138	22	12	852	-252
IL7	9	3	758	5084	39	17	499	-42
CXCR2	9	-1	758	945	21	13	870	-386
IL12B	9	3	758	5084	23	17	816	-846
ITGA2	9	3	758	5084	17	7	1048	-6
ITGAV	9	-2	758	592	18	10	985	-273
EIF6	9	0	758	1457	1	-1	6755	3095
ITGB5	9	4	758	8118	3	2	4107	-1037
KARS1	9	-7	758	-276	1	-3	6897	4568
IPO5	9	-3	758	326	0	0	9401	1322
KRT7	9	-1	758	945	18	17	996	-3652
KRT8	9	-3	758	326	16	8	1127	-182
KRT16	9	-2	758	592	7	6	2159	-2499
KTN1	9	0	758	1457	4	3	3433	-1775
LAMP1	9	4	758	8118	46	28	421	-231
LAMC2	9	1	758	2160	0	0	9359	1360
LEPR	9	-4	758	138	26	7	711	97
MARCKS	9	-1	758	945	8	7	1996	-3011
MAP4	9	-7	758	-276	2	-4	4943	3312
MCM2	9	-8	758	-372	3	3	3893	-3218
MCM6	9	-6	758	-163	15	11	1165	-949
CD46	9	4	758	8118	37	12	520	40
MAP3K1	9	-1	758	945	4	-1	3320	1443
MEN1	9	-8	758	-372	29	-4	631	258
MGMT	9	-3	758	326	37	12	521	39
MAP3K11	9	3	758	5084	2	0	5043	1502
MMP1	9	-3	758	326	9	2	1818	357
MMP8	9	-1	758	945	4	-4	3335	2029
MMP10	9	2	758	3244	7	6	2124	-2403
MMP14	9	-5	758	-26	13	5	1359	52
MYBL2	9	-1	758	945	4	3	3424	-1770
MYH10	9	-3	758	326	5	-2	2951	1451
MYL1	9	4	758	8118	1	-1	6973	3161
MYL6	9	-4	758	138	2	2	5308	-3071
NACA	9	-4	758	138	1	1	6985	-1391
NAP1L4	9	-1	758	945	0	0	9258	1429
CEACAM6	9	2	758	3244	6	2	2425	295
NF2	9	3	758	5084	27	14	675	-176
NFKBIA	9	1	758	2160	54	29	357	-131
NGFR	9	-2	758	592	28	15	661	-206
NME1	9	-5	758	-26	3	0	4159	1330
NOTCH3	9	-6	758	-163	16	7	1134	-61
NPPB	9	-3	758	326	0	0
SLC11A2	9	3	758	5084	5	-1	2904	1209
NUCB2	9	-1	758	945	1	1	7024	-1458
OPA1	9	-3	758	326	9	5	1854	-484
PA2G4	9	-3	758	326	1	1	7069	-1486
PAFAH1B1	9	0	758	1457	11	7	1526	-617
PAH	9	2	758	3244	36	3	533	159
PC	9	0	758	1457	87	8	202	54
PCNA	9	-14	758	-614	71	22	258	0
PDZK1	9	9	758	17116	3	2	4183	-1126
PFKP	9	-6	758	-163	9	-1	1775	718
PGK1	9	-11	758	-525	5	4	2937	-2444
PHEX	9	4	758	8118	11	7	1575	-696
PKLR	9	-1	758	945	1	0	7308	1593
PKP2	9	-4	758	138	5	4	2958	-2529
PLCG1	9	0	758	1457	22	11	860	-160
PLD1	9	3	758	5084	3	0	4271	1364
PLEC	9	-11	758	-525	23	14	800	-353
POLE	9	-3	758	326	28	21	669	-841
POLR2A	9	-6	758	-163	7	6	2158	-2499
POU2F1	9	3	758	5084	8	6	2068	-1859
PPP2R5D	9	0	758	1457	6	5	2616	-3081
MAPK3	9	0	758	1457	10	0	1652	581
PRSS1	9	-1	758	945	16	6	1124	27
HTRA1	9	-1	758	945	11	7	1560	-673
PSMA4	9	-8	758	-372	2	2	5009	-2494
PSMC3	9	-6	758	-163	0	0	9081	1541
PTK7	9	-1	758	945	7	4	2256	-527
PTPN2	9	-4	758	138	8	6	2019	-1647
PYGL	9	-3	758	326	1	1	6637	-942
RAB1A	9	-1	758	945	4	3	3368	-1715
RAD21	9	0	758	1457	15	9	1197	-468
RAN	9	-12	758	-568	37	10	528	67
RAP1B	9	1	758	2160	1	1	6635	-938
RFC4	9	-4	758	138	0	-1	9224	4134
RPA1	9	-6	758	-163	2	2	5220	-2867
RPL4	9	-6	758	-163	2	2	5217	-2866
RPL5	9	-7	758	-276	1	0	6855	1607
RPL6	9	-4	758	138	2	1	5331	-119
RPL7	9	-8	758	-372	0	0	9664	1208
RPL7A	9	-5	758	-26	0	0	9669	1204
RPL8	9	-5	758	-26	3	3	4251	-4213
RPL9	9	-4	758	138	2	1	5320	-122
RPL11	9	-8	758	-372	4	3	3516	-1944
RPL12	9	-7	758	-276	0	-1	9671	4219
RPL15	9	-3	758	326	1	1	7018	-1458
RPL23A	9	-3	758	326	0	0	9655	1209
RPL24	9	-11	758	-525	0	0	9262	1427
RPL30	9	-4	758	138	0	-2	9249	5603
RPL28	9	-5	758	-26	1	1	6751	-1094
RPLP2	9	-3	758	326	2	1	5124	13
RPS2	9	-10	758	-480	2	0	5129	1475
RPS5	9	-8	758	-372	3	3	4089	-3734
RPS6	9	-9	758	-438	3	-3	4047	2389
RPS9	9	-6	758	-163	3	3	4156	-3877
RPS16	9	-6	758	-163	3	1	4153	429
RPS17	9	-4	758	138	0	0	9368	1347
RPS20	9	-7	758	-276	1	1	6834	-1196
RPS27A	9	-3	758	326	0	-2	9380	5650
RPS28	9	0	758	1457	5	4	2909	-2311
RYR2	9	-3	758	326	15	1	1206	369
SATB1	9	-1	758	945	12	9	1477	-1410
SCD	9	-4	758	138	3	-1	3907	1736
CCL5	9	-7	758	-276	83	29	214	-13
CCL7	9	3	758	5084	21	13	867	-381
SELP	9	4	758	8118	53	22	363	-37
SRSF5	9	2	758	3244	0	0	9396	1323
SFSWAP	9	9	758	17116	0	0	9389	1323
SHH	9	-3	758	326	125	3	137	44
SLC12A2	9	0	758	1457	0	0
SLC19A1	9	4	758	8118	1	-1	6302	3020
SMARCC2	9	-2	758	592	2	2	5306	-3069
SMARCE1	9	-4	758	138	0	0	9588	1239
SMN1	9	-4	758	138	38	20	516	-139
SOAT1	9	1	758	2160	7	0	2281	787
SPAST	9	1	758	2160	1	-8	6329	5171
SPTAN1	9	-5	758	-26	4	1	3458	617
SRPK1	9	1	758	2160	4	4	3621	-5924
SSRP1	9	-5	758	-26	5	5	3035	-6503
CDKL5	9	4	758	8118	21	10	882	-116
STK11	9	-8	758	-372	34	17	558	-128
TBL1X	9	3	758	5084	2	0	5629	1541
TFAM	9	-2	758	592	22	15	851	-618
TFAP2A	9	2	758	3244	5	4	2858	-2195
TFAP2C	9	9	758	17116	1	1	6706	-1022
TGFB2	9	0	758	1457	18	8	1012	-89
TGFB3	9	9	758	17116	19	11	969	-345
TIMP3	9	1	758	2160	11	9	1572	-2044
TP73	9	-3	758	326	18	17	998	-3683
TPM1	9	-3	758	326	2	-1	5176	2369
TPR	9	0	758	1457	1	1	6290	-622
HSP90B1	9	-11	758	-525	5	0	2902	970
TYK2	9	-2	758	592	35	11	552	44
UBE2N	9	-6	758	-163	0	-2	9708	5846
SUMO1	9	-5	758	-26	5	3	2749	-585
VIPR1	9	9	758	17116	6	4	2612	-1322
WNT5A	9	-6	758	-163	0	-1	9962	4304
SF1	9	-4	758	138	14	1	1307	416
CSDE1	9	-7	758	-276	1	0	7395	1587
USP5	9	-6	758	-163	0	-1	9522	4177
ANP32A	9	0	758	1457	0	-1	9427	4153
USP11	9	-1	758	945	0	-1	9687	4224
BAP1	9	-13	758	-593	7	-4	2298	1279
SPOP	9	-5	758	-26	9	8	1871	-3719
CUL4B	9	-7	758	-276	4	2	3646	-489
OGT	9	-6	758	-163	13	7	1396	-340
AKR1C3	9	0	758	1457	5	-1	3017	1286
EIF3B	9	-2	758	592	1	-1	7132	3240
SNAP23	9	1	758	2160	6	6	2633	-6808
DPM1	9	-2	758	592	1	1	7409	-1906
FUBP1	9	-5	758	-26	0	0	10608	714
DDX18	9	-3	758	326	0	0
CPNE1	9	0	758	1457	2	0	5788	1597
CACNA1H	9	3	758	5084	2	2	5790	-4452
H1-10	9	-2	758	592	1	1	7720	-2422
PRPF3	9	-2	758	592	0	0	9121	1520
IL1RL1	9	-4	758	138	13	2	1318	362
DCLK1	9	4	758	8118	1	1	6931	-1329
NOLC1	9	0	758	1457	4	4	3487	-4800
COPB2	9	-5	758	-26	1	1	7221	-1665
SRSF11	9	1	758	2160	1	-1	7157	3259
KLF4	9	-7	758	-276	21	12	890	-333
TRIP12	9	-3	758	326	2	2	5403	-3348
CD163	9	0	758	1457	58	42	327	-421
RPL23	9	-6	758	-163	0	0	10153	933
ZRANB2	9	2	758	3244	0	0	9542	1269
TJP2	9	0	758	1457	2	0	5277	1479
AIM2	9	-5	758	-26	13	7	1382	-322
SEC22B	9	2	758	3244	1	1	6959	-1362
MACROH2A1	9	-6	758	-163	4	4	3495	-4827
AKAP12	9	-1	758	945	1	1	6907	-1288
TRAF4	9	2	758	3244	1	1	7011	-1423
MDC1	9	-1	758	945	3	-4	4247	2744
BMS1	9	-1	758	945	0	0
ZC3H11A	9	1	758	2160	0	0	9999	1000
WDR1	9	-5	758	-26	3	2	4315	-1329
USP15	9	0	758	1457	1	0	7226	1590
NUP153	9	-4	758	138	3	2	4362	-1425
RBX1	9	-5	758	-26	13	12	1389	-4187
HDAC6	9	-8	758	-372	23	10	823	-67
DNM1L	9	-8	758	-372	24	8	783	34
PSME3	9	0	758	1457	2	2	5456	-3512
DDX39A	9	2	758	3244	2	2	5346	-3171
SAP18	9	-2	758	592	0	0	9320	1398
TFG	9	-2	758	592	2	-1	5196	2372
TRIM22	9	2	758	3244	3	1	4157	428
TUBB4B	9	-12	758	-568	5	3	2919	-838
IFITM3	9	-1	758	945	11	10	1609	-4048
TOMM40	9	1	758	2160	7	0	2316	801
HAX1	9	-2	758	592	3	2	3857	-748
GPNMB	9	2	758	3244	16	10	1149	-567
TIMM44	9	1	758	2160	0	-1	9844	4273
SYNCRIP	9	-7	758	-276	4	4	3549	-5266
CHERP	9	1	758	2160	0	0
NOP56	9	-9	758	-438	0	0	9989	1011
DCTN2	9	-1	758	945	0	-1	9730	4224
TXNIP	9	-4	758	138	9	2	1760	375
PTGES3	9	-2	758	592	1	-2	7436	4441
SRSF10	9	3	758	5084	1	1	7333	-1787
USP19	9	2	758	3244	0	0	10495	765
SUGT1	9	2	758	3244	1	1	7608	-2222
MAGED2	9	-6	758	-163	2	1	5443	-197
SF3A3	9	-4	758	138	0	0	9864	1105
HNRNPA0	9	-7	758	-276	2	2	5402	-3339
KCNQ1OT1	9	-4	758	138	3	2	4359	-1415
IMMT	9	-7	758	-276	0	-1	10150	4370
SF3B2	9	-3	758	326	4	-1	3595	1588
KIF2C	9	0	758	1457	3	1	4378	362
NUDT21	9	-8	758	-372	1	0	7338	1592
CPSF6	9	-5	758	-26	3	3	4347	-4783
TRIM31	9	1	758	2160	2	0	5493	1520
HNRNPUL1	9	-6	758	-163	0	0	10421	799
PSIP1	9	-3	758	326	2	-2	5563	3162
DDX20	9	1	758	2160	3	1	4494	322
ATXN2L	9	-1	758	945	3	2	4467	-1546
PHB2	9	-13	758	-593	3	2	4485	-1567
CBX3	9	-6	758	-163	4	1	3429	619
EXOSC8	9	3	758	5084	0	0	10742	650
XRN2	9	-6	758	-163	3	2	4138	-1059
MORC2	9	2	758	3244	0	-1	10862	4741
DIS3	9	-2	758	592	7	7	2355	-7434
SNW1	9	-2	758	592	1	0	7678	1648
CCT5	9	-7	758	-276	2	2	5734	-4254
TPX2	9	-7	758	-276	13	8	1404	-645
KDM1A	9	-17	758	-668	17	12	1088	-862
TAB2	9	-2	758	592	0	0	9399	1321
PLXND1	9	3	758	5084	0	-1	9409	4146
GANAB	9	-5	758	-26	2	-2	5376	3014
ZC3H4	9	1	758	2160	0	0
DNAJC9	9	2	758	3244	0	0	9797	1131
NCAPD3	9	2	758	3244	0	-2	9893	5977
U2SURP	9	-6	758	-163	0	0
UBR4	9	-7	758	-276	2	1	5468	-218
LARP1	9	-4	758	138	4	2	3577	-381
SPECC1L	9	1	758	2160	0	0
ADNP	9	-5	758	-26	1	0	7406	1588
NCAPH	9	1	758	2160	3	1	4387	348
PES1	9	0	758	1457	1	1	7064	-1484
RPL13A	9	-6	758	-163	3	3	4313	-4584
CORO1C	9	-10	758	-480	3	2	4420	-1475
SNHG1	9	-2	758	592	0	-3	10238	7248
CEMIP2	9	3	758	5084	0	0
KIF4A	9	-3	758	326	3	0	4348	1383
FBXO7	9	-1	758	945	5	4	3039	-2862
DPCD	9	4	758	8118	0	0
POLDIP2	9	2	758	3244	0	0	11191	446
SERBP1	9	-7	758	-276	3	1	4370	367
MYCBP	9	2	758	3244	1	-1	7829	3614
HAVCR1	9	-1	758	945	8	5	2087	-918
AKAP8L	9	-8	758	-372	1	1	7857	-2564
SND1	9	-5	758	-26	0	-1	11095	4862
RBMX	9	-5	758	-26	3	3	4564	-6244
PRPF19	9	-11	758	-525	0	-1	11064	4846
HTRA2	9	0	758	1457	5	3	2785	-630
UBE2T	9	-3	758	326	0	0
TMOD3	9	0	758	1457	0	0	10004	998
ERO1A	9	-2	758	592	0	-2	10721	6561
HP1BP3	9	-2	758	592	0	0	11232	425
CHCHD2	9	1	758	2160	0	-1	10468	4540
LEF1	9	-3	758	326	26	20	722	-1049
NUSAP1	9	-6	758	-163	0	-1	11444	5068
PCF11	9	1	758	2160	0	0
DNAJB11	9	0	758	1457	0	0	11077	490
GHRL	9	-4	758	138	0	-2	12910	8401
CDK12	9	0	758	1457	3	2	4523	-1649
BCL11A	9	0	758	1457	12	1	1496	470
TREM1	9	-5	758	-26	13	8	1408	-644
DGCR8	9	9	758	17116	3	-4	4570	3027
GATAD2A	9	-6	758	-163	0	0
SARS2	9	2	758	3244	2	-1	5609	2596
KIF26B	9	9	758	17116	0	0
MRGBP	9	2	758	3244	0	0
AMBRA1	9	1	758	2160	0	0
SCYL2	9	0	758	1457	0	-1	10602	4618
TENM3	9	3	758	5084	2	1	5789	-322
AGK	9	-3	758	326	2	-1	5781	2704
PBK	9	-3	758	326	1	-2	8186	5032
UNC45A	9	-4	758	138	3	0	4606	1453
BAIAP2L1	9	2	758	3244	0	0	11890	175
TEX11	9	2	758	3244	2	2	6104	-5621
IL36G	9	1	758	2160	2	1	4905	124
DIABLO	9	1	758	2160	20	5	932	136
SAR1A	9	3	758	5084	1	1	6291	-625
RETN	9	0	758	1457	27	7	674	94
CTNNBIP1	9	9	758	17116	1	1	6808	-1167
