title	gene_symbol.value
RAI1	RAI1
Histamine_H4_receptor	HRH4
Alpha-1_antitrypsin	SERPINA1
Protoporphyrinogen_oxidase	PPOX
TRIM5alpha	TRIM5
Thromboxane-A_synthase	TBXAS1
Thrombomodulin	THBD
C1-inhibitor	SERPING1
Myostatin	MSTN
Osteoprotegerin	TNFRSF11B
Urokinase_receptor	PLAUR
PTX3	PTX3
Colipase	CLPS
Cathepsin_V	CTSV
FOXE1	FOXE1
GPR137B	GPR137B
HNRPDL	HNRNPDL
Dipeptidase_2	DPEP2
Methylenetetrahydrofolate_reductase	MTHFR
Pancreatic_lipase_family	PNLIP
Bcl-2	BCL2
Band_3_anion_transport_protein	SLC4A1
Interleukin_10	IL10
Galactose-1-phosphate_uridylyltransferase	GALT
Parathyroid_hormone-related_protein	PTHLH
Dopamine_transporter	SLC6A3
SAMHD1	SAMHD1
Citrin	SLC25A13
Spastin	SPAST
Transmembrane_protein_150b	TMEM150B
KAT8_regulatory_NSL_complex_subunit_1	KANSL1
WT1	WT1
UXS1	UXS1
IL22RA2	IL22RA2
Collagen,_type_VI,_alpha_5	COL6A5
FHL1	FHL1
Endothelin_converting_enzyme_1	ECE1
MUC1	MUC1
INPP5E	INPP5E
Kir2.6	KCNJ18
Transmembrane_protein_254	TMEM254
Melanopsin	OPN4
Protein_C	PROC
P-glycoprotein	ABCB1
MyoD	MYOD1
Antithrombin	SERPINC1
Thermogenin	UCP1
SEMA4D	SEMA4D
PPARGC1A	PPARGC1A
POMT2	POMT2
AADAT	AADAT
Parkin_(ligase)	PRKN
Collagen,_type_VII,_alpha_1	COL7A1
Collagen,_type_XV,_alpha_1	COL15A1
Vascular_endothelial_growth_factor_C	VEGFC
Beta-defensin_2	DEFB4B
Zinc_Finger_Protein_800	ZNF800
PTPRC	PTPRC
Protein_S	PROS1
CSNK1E	TPTEP2-CSNK1E
25-Hydroxyvitamin_D_1-alpha-hydroxylase	CYP27B1
C17orf78	C17orf78
AK2	AK2
Arrestin_beta_1	ARRB1
Anti-Mullerian_hormone_receptor_type_2	AMHR2
BMI1	BMI1
Apolipoprotein_A2	APOA2
Beta-2_adrenergic_receptor	ADRB2
Eosinophil_cationic_protein	RNASE3
Beta-3_adrenergic_receptor	ADRB3
Fukutin	FKTN
Janus_kinase_3	JAK3
RTL6	RTL6
SEC61G	SEC61G
UBR1	UBR1
PD-L1	CD274
Chromosome_1_open_reading_frame_194	C1orf194
CALCRL	CALCRL
CCL24	CCL24
CCL13	CCL13
CARM1	CARM1
FAM69C	DIPK1C
Collagen,_type_XVIII,_alpha_1	COL18A1
KIAA1211L	CRACDL
KIAA0090	EMC1
DGKB	DGKB
DLX4	DLX4
CD1E	CD1E
MYLK4	MYLK4
Neurogenin-3	NEUROG3
NCR1	NCR1
Utrophin	UTRN
Caspase_5	CASP5
CCL23	CCL23
Glycoprotein_100	PMEL
Adipose_triglyceride_lipase	PNPLA2
Collagen,_type_XXVII,_alpha_1	COL27A1
Gs_alpha_subunit	GNAS
KLRD1	KLRD1
PAEP	PAEP
PAK5	PAK5
Nfat_activating_protein_with_itam_motif_1	NFAM1
Glucose-6-phosphate_dehydrogenase	G6PD
Myogenin	MYOG
Pregnane_X_receptor	NR1I2
Coproporphyrinogen_III_oxidase	CPOX
C-Raf	RAF1
Tau_protein	MAPT
Osteocalcin	BGLAP
Proliferating_cell_nuclear_antigen	PCNA
Sp100_nuclear_antigen	SP100
SOX2	SOX2
SOX1	SOX1
METTL3	METTL3
TMPRSS11B	TMPRSS11B
TRIM14	TRIM14
Carnitine-acylcarnitine_translocase	SLC25A20
Activation-induced_cytidine_deaminase	AICDA
ACKR3	ACKR3
Epidermal_growth_factor_receptor	EGFR
TSC1	TSC1
RANK	TNFRSF11A
Nidogen	NID1
Occludin	OCLN
Mineralocorticoid_receptor	NR3C2
CYP1A2	CYP1A2
CCL22	CCL22
Integrin_alpha_3	ITGA3
Integrin_beta_1	ITGB1
Methylmalonyl-CoA_mutase	MMUT
Amidophosphoribosyltransferase	PPAT
Bone_morphogenetic_protein_1	BMP1
CD86	CD86
Apolipoprotein_A1	APOA1
Sodium/iodide_cotransporter	SLC5A5
Lacritin	LACRT
H1F0	H1-0
GAS6	GAS6
HABP2	HABP2
FCGR2A	FCGR2A
Nuclear_factor_of_activated_t_cells_2_interacting_protein	NFATC2IP
Growth_hormone–releasing_hormone	GHRH
Metabotropic_glutamate_receptor_3	GRM3
F-box_protein_15	FBXO15
Metabotropic_glutamate_receptor_1	GRM1
Collagen,_type_V,_alpha_3	COL5A3
PIEZO2	PIEZO2
Fibrocystin	PKHD1
PAK1	PAK1
CD97	ADGRE5
Putative_uncharacterized_protein_C6orf52	C6orf52
Sirtuin_1	SIRT1
Thiamine_transporter_1	SLC19A2
Vesicular_monoamine_transporter_2	SLC18A2
Von_Hippel–Lindau_tumor_suppressor	VHL
CCL5	CCL5
CCL19	CCL19
CD30	TNFRSF8
Chromogranin_A	CHGA
CD31	PECAM1
XPB	ERCC3
Calcium-sensing_receptor	CASR
CCL4	CCL4
CSNK1E	CSNK1E
Sodium/glucose_cotransporter_1	SLC5A1
Small_integral_membrane_protein_14	SMIM14
ARPC2	ARPC2
C8orf58_(protein)	C8orf58
ST6GAL1	ST6GAL1
SV2A	SV2A
GPR_120	FFAR4
Fukutin-related_protein	FKRP
Hemoglobin,_alpha_2	HBA2
Zinc_finger_protein_749	ZNF749
Bromo_adjacent_homology_domain_containing_1	BAHD1
ATPase_Domain_3B	ATAD3B
Ataxin_7	ATXN7
ARMCX5	ARMCX5
Cereblon	CRBN
CXCR6	CXCR6
Collagen,_type_XIV,_alpha_1	COL14A1
NPAS1	NPAS1
Cancer/testis_antigen_83	CT83
CKMT1A	CKMT1A
C9orf135	CFAP95
Carbohydrate_(chondroitin_4)_sulfotransferase_13	CHST13
NT5E	NT5E
Parvalbumin	PVALB
Phosphopantothenate—cysteine_ligase	PPCS
Phospholipase_B	PLB1
Protein_kinase_C_zeta_type	PRKCZ
Transmembrane_protein_44	TMEM44
Integrin_alpha_5	ITGA5
MDA5	IFIH1
Proline-rich_protein_30	PRR30
5-HT2B_receptor	HTR2B
HSPA1B	HSPA1A
IL17F	IL17F
Ubiquitin-Protein_Ligase_E3B	UBE3B
Zinc_finger_protein_263	ZNF263
Cav2.1	CACNA1A
Complement_component_2	C2
DISC1	DISC1
TRPA1	TRPA1
Leukotriene_B4_receptor_1	LTB4R
Hop_(protein)	STIP1
CACNB1	CACNB1
TRPC1	TRPC1
IκBα	NFKBIA
Succinate_dehydrogenase_complex_subunit_C	SDHC
CAMK2D	CAMK2D
EMR1	ADGRE1
ADAMTS5	ADAMTS5
CAPN2	CAPN2
Pyruvate_dehydrogenase_lipoamide_kinase_isozyme_1	PDK1
Tuftelin	TUFT1
DYNC1I1	DYNC1I1
RUNX1	RUNX1
Alpha_2-antiplasmin	SERPINF2
Endothelin_A_receptor	EDNRA
CAPZB	CAPZB
Cytochrome_c_oxidase_subunit_I	COX1
Synaptophysin	SYP
CAPZA2	CAPZA2
Cytochrome_c_oxidase_subunit_II	COX2
CBFA2T3	CBFA2T3
NAD+_kinase	NADK
TRPV4	TRPV4
TRPM1	TRPM1
TRPC3	TRPC3
Cartilage_oligomeric_matrix_protein	COMP
Glucose-6-phosphate_isomerase	Glucose-6-phosphate isomerase
P-selectin_glycoprotein_ligand-1	SELPLG
Interferon-induced_transmembrane_protein_5	IFITM5
SRD5A2	SRD5A2
DDR1	DDR1
N-ethylmaleimide_sensitive_fusion_protein	NSF
MN1_(gene)	MN1
Urotensin-II_receptor	UTS2R
RHOB	RHOB
Calbindin_1	CALB1
Calcium_modulating_ligand	CAMLG
Uridine_monophosphate_synthase	UMPS
NPPA_(gene)	NPPA
ARF6	ARF6
SDHD	SDHD
GroES	HSPE1
EMR3	ADGRE3
TRPV2	TRPV2
TRPT1	TRPT1
CAPNS1	CAPNS1
EMR2	ADGRE2
Sonic_hedgehog	SHH
TRPC7	TRPC7
WNT4	WNT4
Carbonic_anhydrase_7	CA7
Caveolin_1	CAV1
Beta-secretase_2	BACE2
CA11	CA11
S100G	S100G
RUNX3	RUNX3
CAPN1	CAPN1
TRPC5	TRPC5
Interleukin_4	IL4
MYO5A	MYO5A
TIRAP	TIRAP
MT-RNR2	MT-RNR2
Caspase_10	CASP10
Platelet-activating_factor_receptor	PTAFR
Maspin	SERPINB5
PER3	PER3
TRPM3	TRPM3
Carbonic_anhydrase_9	CA9
Peripherin	PRPH
CACNG1	CACNG1
TLR3	TLR3
RELA	RELA
TRPV3	TRPV3
PAFAH1B1	PAFAH1B1
TRPM5	TRPM5
Carbonic_anhydrase_5A,_mitochondrial	CA5A
FMNL1	FMNL1
CACNB3	CACNB3
Interleukin_3	IL3
RAC1	RAC1
Nidogen-1	NID1
Melanophilin	MLPH
TRPC4	TRPC4
Endothelin_B_receptor	EDNRB
TRPM8	TRPM8
Aristaless_related_homeobox	ARX
CALM2	CALM2
TRPM4	TRPM4
Rev-ErbA_alpha	NR1D1
Glycine—tRNA_ligase	GARS1
Dopamine_receptor_D4	DRD4
CACNB4	CACNB4
CAPN3	CAPN3
KvLQT1	KCNQ1
CACNA2D1	CACNA2D1
Amphiregulin	AREG
ABO_(gene)	ABO
RAR-related_orphan_receptor_alpha	RORA
Calmodulin_1	CALM1
Fas_ligand	FASLG
CAD_protein	CAD
CYP2E1	CYP2E1
Caspase_6	CASP6
PTTG1IP	PTTG1IP
GTF2F1	GTF2F1
CAMK2G	CAMK2G
FOXP1	FOXP1
Oxytocin/neurophysin_i_prepropeptide	OXT
Tricho-rhino-phalangeal_syndrome_Type_1	TRPS1
NPAS2	NPAS2
Calumenin	CALU
PER2	PER2
Macrophage-capping_protein	CAPG
Calcyphosin	CAPS
KCNE3	KCNE3
Cytochrome_p450_family_19_subfamily_a_member_1	CYP19A1
Cav1.4	CACNA1F
EGR1	EGR1
CALML3	CALML3
CSNK1D	CSNK1D
ITGAE	ITGAE
CAMK4	CAMK4
Cav1.3	CACNA1D
Caspase_7	CASP7
2',3'-Cyclic-nucleotide_3'-phosphodiesterase	CNP
CACNB2	CACNB2
Carbonic_anhydrase_4	CA4
TRPC4AP	TRPC4AP
CAPN6	CAPN6
CAMK2B	CAMK2B
FBXL3	FBXL3
CALM3	CALM3
Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_alpha	CAMK2A
Carbonic_anhydrase_12	CA12
GroEL	HSPD1
CA8	CA8
GTF2H4	GTF2H4
RUNX1T1	RUNX1T1
Clusterin	CLU
Casein_kinase_1_isoform_epsilon	CSNK1E
ARNTL2	ARNTL2
Apelin_receptor	APLNR
Roxan_(protein)	ZC3H7B
Galactose_mutarotase	GALM
Rev-ErbA_beta	NR1D2
NXF1	NXF1
Keratin_6A	KRT6A
CD3G	CD3G
Angiotensin_II_receptor_type_1	AGTR1
TBX19	TBX19
Keratin_7	KRT7
PTK2	PTK2
PRKACA	PRKACA
SUMO1	SUMO1
TLR10	TLR10
Keratin_15	KRT15
MAPK14	MAPK14
PER1	PER1
Phosphatidylinositol_transfer_protein,_alpha	PITPNA
GPR88	GPR88
E2F1	E2F1
Keratin_9	KRT9
CCNF	CCNF
CCNC_(gene)	CCNC
Estrogen_receptor_beta	ESR2
PRKCD	PRKCD
CCT6A	CCT6A
Xanthine_dehydrogenase	XDH
TLR6	TLR6
Keratin_19	KRT19
Ubiquitin_carboxy-terminal_hydrolase_L1	UCHL1
Keratin_2A	KRT2
MMP2	MMP2
Keratin_17	KRT17
CBLB_(gene)	CBLB
CD3D	CD3D
MAPK3	MAPK3
KYAT1	KYAT1
MAS1	MAS1
ITPKB	ITPKB
T-cell_surface_glycoprotein_CD3_epsilon_chain	CD3E
Keratin_1	KRT1
Keratin_13	KRT13
Dopamine_receptor_D2	DRD2
T-cell_surface_glycoprotein_CD3_zeta_chain	CD247
TLR8	TLR8
Keratin_14	KRT14
Muscarinic_acetylcholine_receptor_M5	CHRM5
MFN2	MFN2
Keratin_10	KRT10
CD8A	CD8A
CBR1	CBR1
CBR3	CBR3
GJA1	GJA1
Choline_acetyltransferase	CHAT
POLR2A	POLR2A
Hemoglobin_subunit_alpha	HBA1
CBL_(gene)	CBL
TRPM7	TRPM7
Keratin_18	KRT18
Keratin_16	KRT16
IRS1	IRS1
CCNG2	CCNG2
CD5L	CD5L
SOD1	SOD1
TRPV5	TRPV5
MAP4K1	MAP4K1
Keratin_12	KRT12
Keratin_3	KRT3
TLR9	TLR9
Keratin_20	KRT20
CBFB	CBFB
Atrophin_1	ATN1
TEAD2	TEAD2
Transforming_protein_RhoA	RHOA
STIM1	STIM1
CCBP2	ACKR2
CMTX2	CMTX2
AP1S1	AP1S1
CLCN4	CLCN4
FGF16	FGF16
EPN2	EPN2
Multidrug_resistance-associated_protein_2	ABCC2
PLK3	PLK3
Interleukin_9	IL9
Cyclic_nucleotide-gated_channel_alpha_1	CNGA1
CKS1B	CKS1B
CHKB_(gene)	CHKB
CHUK	CHUK
ERCC8_(gene)	ERCC8
Golph3	GOLPH3
Muscarinic_acetylcholine_receptor_M3	CHRM3
ASXL3	ASXL3
DEFA1	DEFA1
CISH	CISH
AP2S1	AP2S1
CYB561	CYB561
ETM2_(gene)	ETM2
FOXN3	FOXN3
FZD9	FZD9
CLTC	CLTC
CHRNG	CHRNG
SUFU	SUFU
CHD1	CHD1
CLCN2	CLCN2
Cyclic_nucleotide-gated_channel_alpha_2	CNGA2
DPYS	DPYS
Estrogen-related_receptor_alpha	ESRRA
Nucleoporin_210kDa	Nucleoporin 210kDa
AKIP1	AKIP1
COX5B	COX5B
EXT3_(gene)	EXT3
Chordin-like_1	CHRDL1
ACADVL	ACADVL
ARHGEF35	ARHGEF35
TBCB	TBCB
Cyclic_nucleotide-gated_channel_alpha_4	CNGA4
Estrogen-related_receptor_gamma	ESRRG
ATXN7L2	ATXN7L2
CHRNA3	CHRNA3
CKMT2	CKMT2
POLR2J2	POLR2J2
Cyclic_nucleotide-gated_channel_alpha_3	CNGA3
CLCA1	CLCA1
CLCNKB	CLCNKB
RCC1	RCC1
Mitochondrial_glycine_transporter	SLC25A38
CMTX3	CMTX3
CHRND	CHRND
NOX2	CYBB
MiR-33	MIR33A
CLCN6	CLCN6
CHRNE	CHRNE
Muscarinic_acetylcholine_receptor_M2	CHRM2
DC-SIGN	CD209
CHRNA5	CHRNA5
CKM_(gene)	CKM
Estrogen-related_receptor_beta	ESRRB
FGF21	FGF21
CMKLR1	CMKLR1
CLCN3	CLCN3
DGUOK	DGUOK
ZEB1	ZEB1
CLC_(gene)	CLC
Complement_component_3	C3
Envoplakin	EVPL
SOD2	SOD2
CNGB1	CNGB1
CKB_(gene)	CKB
Muscarinic_acetylcholine_receptor_M1	CHRM1
DCMP_deaminase	DCTD
CLTB	CLTB
CHRNA7	CHRNA7
ACTG1P6	ACTG1P6
EIF4E	EIF4E
ABCE1	ABCE1
CYP2A6	CYP2A6
Neurocan	NCAN
ARV1	ARV1
Beta_defensin_1	DEFB1
Insulin-like_growth_factor_2	IGF2
RCBTB2	RCBTB2
CHD4	CHD4
AP3S1	AP3S1
Retinoid_X_receptor_alpha	RXRA
AP2M1	AP2M1
CHEK1	CHEK1
CCR8_(gene)	CCR8
MYH7	MYH7
CHD3	CHD3
NKX3-2	NKX3-2
Desert_hedgehog_(protein)	DHH
Cleft_lip_and_palate_transmembrane_protein_1	CLPTM1
Desmoglein-2	DSG2
CHRNB2	CHRNB2
GNPTG	GNPTG
CLCN1	CLCN1
CLK3_(gene)	CLK3
Dermatopontin	DPT
CHD2	CHD2
Muscarinic_acetylcholine_receptor_M4	CHRM4
CHRNA1	CHRNA1
CHRNB3	CHRNB3
CKS2	CKS2
FOSL2	FOSL2
Norepinephrine_transporter	SLC6A2
DCTN5	DCTN5
CHRNB1	CHRNB1
CIDEA	CIDEA
CLIC1	CLIC1
Ephrin_A5	EFNA5
CIRBP	CIRBP
C-C_chemokine_receptor_type_7	CCR7
3α-Hydroxysteroid_dehydrogenase	AKR1C4
CLCNKA	CLCNKA
Eukaryotic_translation_elongation_factor_1_alpha_1	EEF1A1
CLN5	CLN5
CKMT1B	CKMT1B
CMA1	CMA1
ACYP2	ACYP2
CLK1	CLK1
Angiotensin-converting_enzyme_2	ACE2
CHML_(gene)	CHML
CHRNA4	CHRNA4
CLCN7	CLCN7
CHKA	CHKA
ACY1	ACY1
UBA1	UBA1
CLK2	CLK2
Placental_alkaline_phosphatase	ALPP
MCM2	MCM2
CHRNB4	CHRNB4
CLIC2	CLIC2
Destrin	DSTN
CHRNA2	CHRNA2
Hsp27	HSPB1
Cholecystokinin_A_receptor	CCKAR
Aquaporin_1	AQP1
Biglycan	BGN
Progesterone_receptor	PGR
Corticotropin-releasing_hormone_receptor_1	CRHR1
P73	TP73
Excitatory_amino_acid_transporter_4	SLC1A6
MUTYH	MUTYH
Cyclin_A2	CCNA2
Glucocorticoid_receptor	NR3C1
COQ7	COQ7
QDPR	QDPR
CSN3_(gene)	CSN3
Agouti-related_peptide	AGRP
ADCY7	ADCY7
ADD2	ADD2
Crystallin,_gamma_D	CRYGD
Cyclin_D2	CCND2
Ribonuclease_L	RNASEL
Cystatin_B	CSTB
MASP1_(protein)	MASP1
Cholecystokinin_B_receptor	CCKBR
Werner_syndrome_helicase	WRN
ATP1A2	ATP1A2
ADD3	ADD3
ADCYAP1R1	ADCYAP1R1
ADH5	ADH5
C3a_receptor	C3AR1
Treacle_protein	TCOF1
Interleukin_5	IL5
Coxsackievirus_and_adenovirus_receptor	CXADR
Complement_component_7	C7
CSTF1	CSTF1
Lck	LCK
Cyclin_T1	CCNT1
Heparin_cofactor_II	SERPIND1
ADH6	ADH6
CTAG1B	CTAG1B
MASP2_(protein)	MASP2
Plasminogen_activator_inhibitor-2	SERPINB2
DCDC2	DCDC2
Growth_differentiation_factor-9	GDF9
Colony_stimulating_factor_1_receptor	CSF1R
HRAS	HRAS
ADD1	ADD1
Aryl_hydrocarbon_receptor_nuclear_translocator	ARNT
CYP1B1	CYP1B1
Corticotropin-releasing_hormone_receptor_2	CRHR2
CTNS_(gene)	CTNS
CSTF3	CSTF3
Alpha-1D_adrenergic_receptor	ADRA1D
TATA-binding_protein	TBP
ATP7A	ATP7A
PTPN11	PTPN11
Homeobox_protein_Nkx-2.5	NKX2-5
Alpha-2B_adrenergic_receptor	ADRA2B
Cyclin_D3	CCND3
CST2	CST2
Thyrotropin-releasing_hormone_receptor	TRHR
Complement_component_1r	C1R
Angiogenin	ANG
Atrial_septal_defect_1	ASD1
Catenin_alpha-1	CTNNA1
Excitatory_amino_acid_transporter_5	SLC1A7
CSRP2	CSRP2
CSNK2B	CSNK2B
Alpha-2C_adrenergic_receptor	ADRA2C
Alpha-1B_adrenergic_receptor	ADRA1B
Dysferlin	DYSF
ADH1A	ADH1A
CTAA2_(gene)	CTAA2
Alpha-2A_adrenergic_receptor	ADRA2A
UBE3A	UBE3A
PARP4	PARP4
P120_(protein)	CTNND1
Common_gamma_chain	IL2RG
ACVR2B	ACVR2B
Cyclin_B1	CCNB1
Chimerin_2	CHN2
CST6_(gene)	CST6
CST5	CST5
Cyclin_E1	CCNE1
ATP1A3	ATP1A3
ADH7	ADH7
ADH1C	ADH1C
ADAMTS2	ADAMTS2
CSPG4	CSPG4
CTRL_(gene)	CTRL
ADAMTS13	ADAMTS13
CSTF2	CSTF2
Aquaporin_3	AQP3
Adenomatous_polyposis_coli	APC
Brachyury	TBXT
CSRP1	CSRP1
ADH1B	ADH1B
Stearoyl-CoA_desaturase-1	SCD
ADCY9	ADCY9
Interleukin_13	IL13
IL1A	IL1A
CD38	CD38
CTBP2	CTBP2
CTBS	CTBS
Perilipin-2	PLIN2
Crystallin,_beta_A1	CRYBA1
Glutamate_dehydrogenase_1	GLUD1
Corneodesmosin	CDSN
ABCA12	ABCA12
GRB2	GRB2
Alpha-methylacyl-CoA_racemase	AMACR
Complement_component_1s	C1S
Tafazzin	TAFAZZIN
Complement_component_6	C6
MEFV	MEFV
Sodium/potassium/calcium_exchanger_5	SLC24A5
Hepcidin	HAMP
Cystathionine_gamma-lyase	CTH
Cystatin_A	CSTA
Tissue_factor_pathway_inhibitor	TFPI
EP300	EP300
Sodium-chloride_symporter	SLC12A3
Stathmin	STMN1
ACVR2A	ACVR2A
Cyclin_T2	CCNT2
Alpha-1A_adrenergic_receptor	ADRA1A
ADH4	ADH4
PRNP	PRNP
CST1	CST1
Prestin	SLC26A5
CUTL1	CUX1
CSNK2A2	CSNK2A2
ADCY8	ADCY8
COX7C	COX7C
KLF6	KLF6
CRHBP	CRHBP
GRB7	GRB7
Sclerostin	SOST
CRYGA	CRYGA
COX8A	COX8A
Tropomyosin_receptor_kinase_A	NTRK1
COPB1	COPB1
CLDN4	CLDN4
GLI3	GLI3
CPN1	CPN1
Κ-opioid_receptor	OPRK1
ROR2	ROR2
P110δ	PIK3CD
COX6A2	COX6A2
Adenosine_A1_receptor	ADORA1
CRYAA	CRYAA
Calponin_2	CNN2
5-HT2A_receptor	HTR2A
Alpha-lactalbumin	LALBA
COX4I1	COX4I1
Apolipoprotein_B	APOB
CRYGS	CRYGS
GLI2	GLI2
Calponin_1	CNN1
COX7A2	COX7A2
FGF3	FGF3
CRIP2	CRIP2
SNAP25	SNAP25
HSPA8	HSPA8
CRIP1	CRIP1
CSN2	CSN2
COX7A1	COX7A1
GLI1	GLI1
COX15	COX15
IRF6	IRF6
COX6A1	COX6A1
CLDN7	CLDN7
CPN2	CPN2
Sp1_transcription_factor	SP1
CRYZ	CRYZ
Vasopressin_receptor_1A	AVPR1A
FGF1	FGF1
CRYAB	CRYAB
CRABP2	CRABP2
Interleukin_7	IL7
Adapter_molecule_crk	CRK
CRYM	CRYM
CRYBB2	CRYBB2
5-lipoxygenase-activating_protein	ALOX5AP
CREBL1	ATF6B
Carboxypeptidase_A1	CPA1
HAPLN1	HAPLN1
COX7B	COX7B
Probable_low_affinity_copper_uptake_protein_2	SLC31A2
CRYBA4	CRYBA4
COX6C	COX6C
P110α	PIK3CA
Adipocyte_protein_2	FABP4
TRPV6	TRPV6
CRABP1	CRABP1
CRYBB1	CRYBB1
Vasopressin_receptor_1B	AVPR1B
CRYBB3	CRYBB3
CRKL	CRKL
CRMP1	CRMP1
COPA_(gene)	COPA
Versican	VCAN
Monoamine_oxidase_A	MAOA
CRYGC	CRYGC
MAP3K8	MAP3K8
Calponin_3,_acidic	CNN3
Carboxypeptidase_A2	CPA2
Serum_amyloid_P_component	APCS
TAS2R16	TAS2R16
Contactin_1	CNTN1
Vasopressin_receptor_2	AVPR2
CRYGB	CRYGB
COX6B1	COX6B1
CPA3	CPA3
High_affinity_copper_uptake_protein_1	SLC31A1
CLDN3	CLDN3
CRX_(gene)	CRX
CDC6	CDC6
ENTPD3	ENTPD3
ACP1	ACP1
CDC2L1	CDK11B
N-acetyltransferase_2	NAT2
CENPF	CENPF
ACAT2	ACAT2
ACTC1	ACTC1
ACACB	ACACB
Centrin_2	CETN2
YAP1	YAP1
CDR1_(gene)	CDR1
Cyclin-dependent_kinase_inhibitor_1C	CDKN1C
ACTG1	ACTG1
CDH8	CDH8
N-acetyltransferase_1	NAT1
CDR2_(gene)	CDR2
CDH4	CDH4
CEBPB	CEBPB
CEBPG	CEBPG
CDC34	CDC34
ADAM8	ADAM8
ADARB2	ADARB2
ACTA2	ACTA2
ADAM10	ADAM10
ABL2	ABL2
AANAT_(gene)	AANAT
CDX2	CDX2
ADCY5	ADCY5
CDH2	CDH2
ACTL6A	ACTL6A
Centrin_3	CETN3
ABCB7	ABCB7
SEPT7	SEPTIN7
ADCY1	ADCY1
CDH12	CDH12
Centromere_protein_E	CENPE
CDKN3	CDKN3
Chorionic_gonadotropin_beta	CGB3
CDH6	CDH6
CDC5L	CDC5L
CDC25A	CDC25A
AAMP_(gene)	AAMP
Cofilin-2	CFL2
CDC25B	CDC25B
ACOX1	ACOX1
CDH15	CDH15
ADCY2	ADCY2
ABCF1	ABCF1
Alpha-1-B_glycoprotein	A1BG
CDS1_(gene)	CDS1
Cysteine_dioxygenase_type_1	CDO1
CDC25C	CDC25C
Actin,_alpha_1	ACTA1
CEACAM7	CEACAM7
CDX4_(gene)	CDX4
CDH3_(gene)	CDH3
CDH10	CDH10
LRBA	LRBA
ADCY6	ADCY6
ACACA	ACACA
ACTG2	ACTG2
ENTPD2	ENTPD2
ADCY3	ADCY3
ACO2	ACO2
Beta-actin	ACTB
CDKN2B	CDKN2B
CEBPA	CEBPA
CDH9	CDH9
ASIC2	ASIC2
Centrin_1	CETN1
ADARB1	ADARB1
CDKN2D	CDKN2D
CEBPE	CEBPE
NKG2D	KLRK1
VE-cadherin	CDH5
AADAC	AADAC
SCARB2	SCARB2
CDH17	CDH17
CDKN2C	CDKN2C
MiR-155	MIR155
CEBPD	CEBPD
CDC27	CDC27
CENPC1	CENPC
CDH16	CDH16
ENTPD5	ENTPD5
ACRV1	ACRV1
MS4A3	MS4A3
Abr,_rhogef_and_gtpase_activating_protein	ABR
CDC20	CDC20
AAVS1	AAVS1
Actinin_alpha_4	ACTN4
ACAA1	ACAA1
CDH1_(gene)	CDH1
CDH11	CDH11
CENPA	CENPA
ASIC1	ASIC1
ACO1	ACO1
ACYP1	ACYP1
ENTPD6	ENTPD6
EIF2B1	EIF2B1
PHOX2B	PHOX2B
CELA1	CELA1
EIF5	EIF5
Eukaryotic_translation_initiation_factor_4_gamma_1	EIF4G1
ELAV-like_protein_1	ELAVL1
Ephrin_B1	EFNB1
EGR2	EGR2
Aurora_A_kinase	AURKA
MEGF6	MEGF6
EIF4EBP2	EIF4EBP2
Calcitonin_receptor	CALCR
NLRP3	NLRP3
EIF5A	EIF5A
ELAV-like_protein_2	ELAVL2
Ephrin_B2	EFNB2
CYP27A1	CYP27A1
EIF1AX	EIF1AX
Deleted_in_Colorectal_Cancer	DCC
EIF4A1	EIF4A1
EIF2S1	EIF2S1
Leucyl/cystinyl_aminopeptidase	LNPEP
MYD88	MYD88
CELSR3	CELSR3
Ataxin_1	ATXN1
EIF4A2	EIF4A2
Protein_kinase_R	EIF2AK2
Nav1.4	SCN4A
EIF4G2	EIF4G2
Ephrin_A3	EFNA3
GPVI	GP6
FOXC2	FOXC2
Neutrophil_elastase	ELANE
Kir2.1	KCNJ2
EGR4	EGR4
Interleukin_11	IL11
KCNE1	KCNE1
EIF4EBP1	EIF4EBP1
SERPINB1	SERPINB1
MBD1	MBD1
CELSR2	CELSR2
EIF2S3	EIF2S3
Kv1.1	KCNA1
Ephrin_A4	EFNA4
Fucosidase	FUCA1
ELAV-like_protein_3	ELAVL3
Multiple_Epidermal_Growth_Factor-like_Domains_8	MEGF8
Ephrin_B3	EFNB3
EIF4B	EIF4B
Nav1.5	SCN5A
EGR3	EGR3
Cav1.2	CACNA1C
ARF3	ARF3
Deoxyribonuclease_I	DNASE1
PHOX2A	PHOX2A
APBA1	APBA1
ART3	ART3
ARHGDIG	ARHGDIG
Bone_morphogenetic_protein_4	BMP4
Caspase_1	CASP1
Arrestin_beta_2	ARRB2
Aquaporin_4	AQP4
Bone_morphogenetic_protein_8B	BMP8B
VCAM-1	VCAM1
Cathepsin_K	CTSK
Hippocalcin	HPCA
ARL4D	ARL4D
AOAH	AOAH
ARR3	ARR3
APBB2	APBB2
ATF1	ATF1
Asialoglycoprotein_receptor_1	ASGR1
Annexin_A7	ANXA7
Fibroblast_growth_factor_23	FGF23
Annexin_A4	ANXA4
AQP5	AQP5
APOF	APOF
ASCL1	ASCL1
Insulin-like_growth_factor_1_receptor	IGF1R
Bone_morphogenetic_protein_2	BMP2
ATBF1	ZFHX3
Low-affinity_nerve_growth_factor_receptor	NGFR
APBA2	APBA2
ASPH	ASPH
