tpage_name	gene_symbol
Arrestin_beta_1	ARRB1
DNA_damage-inducible_transcript_3	DDIT3
Dihydropyrimidine_dehydrogenase_(NADP+)	DPYD
Alpha-enolase	ENO1
Gelsolin_(cellular)	GSN
NCK1	NCK1
CDC25C	CDC25C
Glutathione_S-transferase_A1	GSTA1
CIITA	CIITA
Peroxiredoxin_1	PRDX1
PDE4D	PDE4D
TSC1	TSC1
CUL3	CUL3
KDM1A	KDM1A
AGO2_(gene)	AGO2
Interleukin_23_subunit_alpha	IL23A
BARD1	BARD1
Fibroblast_growth_factor_receptor_4	FGFR4
Interleukin_8_receptor,_alpha	CXCR1
PRKCI	PRKCI
MAP2K2	MAP2K2
CLOCK	CLOCK
Farnesoid_X_receptor	NR1H4
Interleukin_22	IL22
Adiponectin_receptor_1	ADIPOR1
Alpha_1-antichymotrypsin	SERPINA3
CD9	CD9
Dopamine_beta-hydroxylase	DBH
IRF5	IRF5
Plakoglobin	JUP
KCNE1	KCNE1
Keratin_19	KRT19
MCM7	MCM7
Maspin	SERPINB5
SMN2	SMN2
TFAP2A	TFAP2A
Zinc_transporter_8	SLC30A8
CHRNA3	CHRNA3
CHRNA5	CHRNA5
CCR3_(gene)	CCR3
Insulin-degrading_enzyme	IDE
Stathmin	STMN1
Norepinephrine_transporter	SLC6A2
SNAP25	SNAP25
YWHAG	YWHAG
NOD1	NOD1
CTCF	CTCF
Nestin_(protein)	NES
ALDH1A1	ALDH1A1
Vasopressin	AVP
CD59	CD59
Granulocyte_colony-stimulating_factor	CSF3
RNA_Helicase_A	DHX9
Dynamin-like_120_kDa_protein	OPA1
POLR2B	POLR2B
CCL4	CCL4
ARF1	ARF1
CD30	TNFRSF8
MCM2	MCM2
Pregnancy-associated_plasma_protein_A	PAPPA
Phosphoinositide-dependent_kinase-1	PDPK1
NOX4	NOX4
Acetylcholinesterase	ACHE
DNM2	DNM2
Endothelin_A_receptor	EDNRA
CYR61	CYR61
TCF4	TCF4
MTA1	MTA1
Nuclear_receptor_coactivator_2	NCOA2
WWOX	WWOX
Homeobox_protein_NANOG	NANOG
Actinin_alpha_1	ACTN1
CEACAM1	CEACAM1
Corticotropin-releasing_hormone	CRH
PRMT1	PRMT1
IGFBP2	IGFBP2
Myosin_binding_protein_C,_cardiac	MYBPC3
PAX3	PAX3
RAB5A	RAB5A
Sodium–hydrogen_antiporter_1	SLC9A1
SPI1	SPI1
SPINK1	SPINK1
Serum_response_factor	SRF
Transforming_growth_factor,_beta_3	TGFB3
TLR5	TLR5
Tyrosinase	TYR
IKZF1	IKZF1
KHDRBS1	KHDRBS1
C9orf72	C9orf72
Apolipoprotein_C-I	APOC1
DDX5	DDX5
Interferon_gamma_receptor_1	IFNGR1
PLA2G2A	PLA2G2A
RANK	TNFRSF11A
Dysbindin	DTNBP1
Thymic_stromal_lymphopoietin	TSLP
Keratin_5	KRT5
Moesin	MSN
NFATC2	NFATC2
Phosphatidylethanolamine_binding_protein_1	PEBP1
Protein_SET	SET
SNAI2	SNAI2
Thyroid_hormone_receptor_alpha	THRA
ARMS2	ARMS2
CHRNA4	CHRNA4
CRKL	CRKL
DNA_polymerase_beta	POLB
SCNN1A	SCNN1A
AXIN1	AXIN1
ORAI1	ORAI1
Actinin_alpha_4	ACTN4
Cyclin-dependent_kinase_7	CDK7
ERCC6	ERCC6
FCGR3B	FCGR3B
Notch_2	NOTCH2
Peripheral_myelin_protein_22	PMP22
VDAC1	VDAC1
HIST1H4A	HIST1H4A
CA-125	MUC16
ABCA4	ABCA4
Carbonic_anhydrase_II	CA2
Leukemia_inhibitory_factor	LIF
NUP98	NUP98
PIM1	PIM1
POU2F1	POU2F1
Protein_kinase_D1	PRKD1
ELOB	TCEB2
XBP1	XBP1
PDCD4	PDCD4
GPVI	GP6
CAPN1	CAPN1
CTBP1	CTBP1
FABP2	FABP2
GTP_cyclohydrolase_I	GCH1
HNRNPU	HNRNPU
PRKCG	PRKCG
RPS6KA1	RPS6KA1
CCL11	CCL11
Folate_transporter_1	SLC19A1
STX1A	STX1A
UBE2N	UBE2N
DNA_repair_protein_XRCC4	XRCC4
HIST2H2BE	HIST2H2BE
Angiogenin	ANG
ATF4	ATF4
Flap_structure-specific_endonuclease_1	FEN1
CXCL1	CXCL1
HNRPD	HNRNPD
Karyopherin_alpha_1	KPNA1
POLR2E	POLR2E
Perforin	PRF1
P-selectin_glycoprotein_ligand-1	SELPLG
TAF1	TAF1
TERF2	TERF2
UCP3	UCP3
Sphingosine_kinase_1	SPHK1
Surfactant_protein_A1	SFTPA1
DLG1	DLG1
ELK1	ELK1
FCGR2B	FCGR2B
HMG-CoA_reductase	HMGCR
Testis-determining_factor	SRY
RUVBL2	RUVBL2
TANK-binding_kinase_1	TBK1
ITCH	ITCH
APOBEC3F	APOBEC3F
ALOX15	ALOX15
CDC27	CDC27
DDX3X	DDX3X
FANCA	FANCA
HBG1	HBG1
Vitronectin	VTN
USP7	USP7
ADAM12	ADAM12
BUB1B	BUB1B
Heparin-binding_EGF-like_growth_factor	HBEGF
Torsin_A	TOR1A
FANCD2	FANCD2
Glucokinase_regulatory_protein	GCKR
GNAI1	GNAI1
PRKAB1	PRKAB1
MAP2K4	MAP2K4
Natural_resistance-associated_macrophage_protein_1	SLC11A1
Endothelial_protein_C_receptor	PROCR
Collagen,_type_XVIII,_alpha_1	COL18A1
Complement_factor_B	CFB
CD63	CD63
Colony_stimulating_factor_1_receptor	CSF1R
GSTM3	GSTM3
HHEX	HHEX
Calcium-activated_potassium_channel_subunit_alpha-1	KCNMA1
PAK2	PAK2
Ryanodine_receptor_2	RYR2
TPM1	TPM1
CBX5_(gene)	CBX5
ATF3	ATF3
VE-cadherin	CDH5
Cyclin-dependent_kinase_inhibitor_1C	CDKN1C
5-HT1B_receptor	HTR1B
MTHFD1	MTHFD1
NFATC1	NFATC1
RANBP2	RANBP2
WFS1	WFS1
Proto-oncogene_Wnt-1	WNT1
CD163	CD163
IGF2BP2	IGF2BP2
NOX1	NOX1
Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_alpha	CAMK2A
T-cadherin	CDH13
Cannabinoid_receptor_type_2	CNR2
DUSP1	DUSP1
UGT1A9	UGT1A9
CDKAL1	CDKAL1
MIR145	MIR145
Beta_defensin_1	DEFB1
Fabry_disease	GLA
CCL20	CCL20
GLUT4	SLC2A4
TLR_1	TLR1
Uracil-DNA_glycosylase	UNG
YWHAH	YWHAH
PIAS1	PIAS1
HGS_(gene)	HGS
Optineurin	OPTN
Occludin	OCLN
C1QBP	C1QBP
Cyclin_D3	CCND3
Ceruloplasmin	CP
Factor_XI	F11
PDIA3	PDIA3
Nuclear_receptor_4A1	NR4A1
Hypoxanthine-guanine_phosphoribosyltransferase	HPRT1
Oxytocin_receptor	OXTR
Trypsin_1	PRSS1
SUMO3	SUMO3
SOD3	SOD3
CLDN1	CLDN1
BGLAP	BGLAP
Collagen,_type_IV,_alpha_1	COL4A1
MMP8	MMP8
Polycystin_2	PKD2
Vinculin	VCL
Aryl_hydrocarbon_receptor_nuclear_translocator	ARNT
ATPase,_Na+/K+_transporting,_alpha_1	ATP1A1
Factor_XII	F12
Glial_cell_line-derived_neurotrophic_factor	GDNF
HBG2	HBG2
Matrix_metallopeptidase_12	MMP12
SDHB	SDHB
CDC25A	CDC25A
CD82_(gene)	CD82
High-molecular-weight_kininogen	KNG1
Lecithin–cholesterol_acyltransferase	LCAT
MX1	MX1
PMS2	PMS2
PSMD2	PSMD2
SFPQ	SFPQ
SMARCA2	SMARCA2
Sterol_regulatory_element-binding_protein_2	SREBF2
Tyrosine_kinase_2	TYK2
NDRG1	NDRG1
MDA5	IFIH1
Complement_component_4B	C4B
CD1D	CD1D
25-Hydroxyvitamin_D_1-alpha-hydroxylase	CYP27B1
TYMP	TYMP
FKBP5	FKBP5
GNAI2	GNAI2
ITPR1	ITPR1
Thrombopoietin_receptor	MPL
MyoD	MYOD1
Platelet_factor_4	PF4
Reelin	RELN
PTBP1	PTBP1
Spastin	SPAST
TERF1	TERF1
SF3B1	SF3B1
Sclerostin	SOST
P2Y12	P2RY12
AKR1B1	AKR1B1
XPB	ERCC3
HNRNPC	HNRNPC
Monoamine_oxidase_B	MAOB
Mucin_2	MUC2
AIFM1	AIFM1
APAF1	APAF1
BAG1	BAG1
C1-inhibitor	SERPING1
CRYAA	CRYAA
Ataxin-2	ATXN2
Thyroglobulin	TG
ATRX	ATRX
Glutamate_carboxypeptidase_II	FOLH1
Frataxin	FXN
POLR2C	POLR2C
Retinoblastoma-like_protein_2	RBL2
RE1-silencing_transcription_factor	REST
4F2_cell-surface_antigen_heavy_chain	SLC3A2
CUL5	CUL5
Class_III_β-tubulin	TUBB3
AXL_receptor_tyrosine_kinase	AXL
Nuclear_receptor_4A2	NR4A2
MED1	MED1
PPP2R1A	PPP2R1A
RELB	RELB
RPS6KA3	RPS6KA3
Tachykinin_receptor_1	TACR1
CUL2	CUL2
APRIL_(protein)	TNFSF13
IGF2BP3	IGF2BP3
Cyclin_D2	CCND2
EIF2S1	EIF2S1
Transcription_factor_II_B	GTF2B
ILF3	ILF3
LRP6	LRP6
MHC_class_I_polypeptide–related_sequence_B	MICB
Prostaglandin_EP4_receptor	PTGER4
REL	REL
Sjögren_syndrome_antigen_B	SSB
HAVCR2	HAVCR2
Autoimmune_regulator	AIRE
Caspase_2	CASP2
CYLD_(gene)	CYLD
GADD45A	GADD45A
Ferritin_light_chain	FTL
KIR2DL3	KIR2DL3
MAP3K1	MAP3K1
PLEC	PLEC
RuvB-like_1	RUVBL1
CAPN10	CAPN10
HIST4H4	HIST4H4
CALM3	CALM3
DCTN1	DCTN1
Gamma-glutamyltransferase_1	GGT1
Myelin_protein_zero	MPZ
DNA_polymerase_eta	POLH
SLC22A5	SLC22A5
TFAM	TFAM
PDPN	PDPN
Glycoprotein_hormones,_alpha_polypeptide	CGA
adipocyte_protein_2	FABP4
PDX1	PDX1
Non-POU_domain-containing_octamer-binding_protein	NONO
POLR2H	POLR2H
FSCN1	FSCN1
SPTAN1	SPTAN1
MAP1LC3A	MAP1LC3A
Collagen,_type_VII,_alpha_1	COL7A1
Catenin_alpha-1	CTNNA1
Dihydrofolate_reductase	DHFR
Ribosomal_protein_SA	RPSA
Lactate_dehydrogenase_A	LDHA
PRKG1	PRKG1
Telomerase_RNA_component	TERC
TLR8	TLR8
Versican	VCAN
GATA2	GATA2
IFNA2	IFNA2
IGFBP5	IGFBP5
Notch_4	NOTCH4
PSMC3	PSMC3
40S_ribosomal_protein_S3	RPS3
Secreted_frizzled-related_protein_1	SFRP1
SRSF2	SRSF2
Thromboxane_receptor	TBXA2R
TRPC6	TRPC6
TUBB2A	TUBB2A
Vasodilator-stimulated_phosphoprotein	VASP
PAX8	PAX8
Reticulon_4	RTN4
FOXL2	FOXL2
Acid_alpha-glucosidase	GAA
Major_histocompatibility_complex,_class_II,_DP_alpha_1	HLA-DPA1
KIR2DL1	KIR2DL1
RAB11A	RAB11A
Histone_deacetylase_5	HDAC5
TBX21	TBX21
APOA2	APOA2
ATP7A	ATP7A
CYP24A1	CYP24A1
IL2RB	IL2RB
PIK3R2	PIK3R2
PRLR_(gene)	PRLR
Protein_arginine_methyltransferase_5	PRMT5
p53_upregulated_modulator_of_apoptosis	BBC3
MTDH	MTDH
Muscarinic_acetylcholine_receptor_M3	CHRM3
DNM1	DNM1
Corticosteroid_11-beta-dehydrogenase_isozyme_2	HSD11B2
PPP2R4	PPP2R4
PSMA6	PSMA6
PSMC2	PSMC2
TPO_(gene)	TPO
TNFSF12	TNFSF12
APLN	APLN
SPRY2	SPRY2
GJB6	GJB6
C4A	C4A
AP2M1	AP2M1
Desmoplakin	DSP
INHA	INHA
Somatostatin_receptor_2	SSTR2
USF1	USF1
SMC1A	SMC1A
MIR221	MIR221
KLF6	KLF6
Cathepsin_K	CTSK
Myotonin-protein_kinase	DMPK
HSPA1L	HSPA1L
PAFAH1B1	PAFAH1B1
TUBA4A	TUBA4A
PNPLA3	PNPLA3
DAX1	NR0B1
Amphiregulin	AREG
CAMK2G	CAMK2G
CDC34	CDC34
CEACAM5	CEACAM5
GNB1	GNB1
LIG4	LIG4
CXCL9	CXCL9
PRKAA2	PRKAA2
T-complex_1	TCP1
Peroxiredoxin_2	PRDX2
Uteroglobin	SCGB1A1
BCL10	BCL10
MFN2	MFN2
CDC37	CDC37
Mitochondrial_antiviral-signaling_protein	MAVS
Caspase_6	CASP6
IFNAR1	IFNAR1
MEF2C	MEF2C
Profilin_1	PFN1
Cytochrome_P450_reductase	POR
MAPK7	MAPK7
PSMA7	PSMA7
60S_ribosomal_protein_L5	RPL5
TRPC1	TRPC1
ZEB2	ZEB2
ABCC4	ABCC4
HIPK2	HIPK2
Cytochrome_c	CYCS
HIST2H3C	HIST2H3C
Aldolase_A	ALDOA
C-C_chemokine_receptor_type_6	CCR6
Estrogen-related_receptor_alpha	ESRRA
Host_cell_factor_C1	HCFC1
HNRNPH1	HNRNPH1
Interleukin_3	IL3
MCM3	MCM3
Nuclear_mitotic_apparatus_protein_1	NUMA1
RAB7A	RAB7A
Neutrophil_cytosolic_factor_1	NCF1
BIN1	BIN1
Cyclin_H	CCNH
Emerin	EMD
EPH_receptor_B2	EPHB2
EPS15	EPS15
Glypican_3	GPC3
PITX2	PITX2
Phospholipase_D1	PLD1
RAD23B	RAD23B
UGT2B7	UGT2B7
ZFP36	ZFP36
IL1RL1	IL1RL1
TRPV4	TRPV4
BMPR1A	BMPR1A
RUNX1T1	RUNX1T1
Desmin	DES
GSK3A	GSK3A
Proteolipid_protein_1	PLP1
POLR2G	POLR2G
Parathyroid_hormone_1_receptor	PTH1R
PTPN2	PTPN2
Ribosomal_protein_s6	RPS6
Protein_O-GlcNAc_transferase	OGT
DNM1L	DNM1L
Tet_methylcytosine_dioxygenase_2	TET2
ATP1A2	ATP1A2
Vasopressin_receptor_2	AVPR2
T-cell_surface_glycoprotein_CD3_epsilon_chain	CD3E
Homeobox_protein_Nkx-2.5	NKX2-5
IRF7	IRF7
FADS1	FADS1
Lysyl_oxidase	LOX
PAX2	PAX2
PIK3CB	PIK3CB
PLD2	PLD2
PPP1CC	PPP1CC
RBBP7	RBBP7
Syndecan-2	SDC2
Trefoil_factor_1	TFF1
Vasoactive_intestinal_peptide	VIP
EHMT2	EHMT2
Ferroportin	SLC40A1
ACVRL1	ACVRL1
CD74	CD74
DDB2	DDB2
FGF7	FGF7
Interleukin_16	IL16
Myocyte-specific_enhancer_factor_2A	MEF2A
NPC1	NPC1
PSMB8	PSMB8
RHD_(gene)	RHD
SCNN1B	SCNN1B
Surfactant_protein_B	SFTPB
Serine_hydroxymethyltransferase	SHMT1
HIST2H2AC	HIST2H2AC
AKR1C3	AKR1C3
ISG15	ISG15
AKT3	AKT3
ANGPTL4	ANGPTL4
EGLN1	EGLN1
ATG16L1	ATG16L1
RhoC	RHOC
Cholesterol_side-chain_cleavage_enzyme	CYP11A1
Enolase_2	ENO2
FKBP1A	FKBP1A
GPER1	GPER1
HIST1H1A	HIST1H1A
IRF4	IRF4
KIR2DL4	KIR2DL4
MAX_(gene)	MAX
Mucin_4	MUC4
PDGFA	PDGFA
PPP3CA	PPP3CA
PSMA3	PSMA3
Replication_protein_A2	RPA2
SMARCC1	SMARCC1
STAT2	STAT2
Tropomyosin_3	TPM3
Cell_adhesion_molecule_1	CADM1
BRIP1	BRIP1
FCER1A	FCER1A
FTH1	FTH1
H3F3A	H3F3A
HBD	HBD
YES1	YES1
TUBA1B	TUBA1B
HtrA_serine_peptidase_2	HTRA2
FZR1	FZR1
ARHGDIA	ARHGDIA
Muscarinic_acetylcholine_receptor_M2	CHRM2
Cathepsin_S	CTSS
S1PR1	S1PR1
EEF2	EEF2
ID2	ID2
LCT_(gene)	LCT
Lamin_B1	LMNB1
Midkine	MDK
Microsomal_triglyceride_transfer_protein	MTTP
PCBP1	PCBP1
PCBP2	PCBP2
Dysferlin	DYSF
MDC1	MDC1
CBX3	CBX3
CD278	ICOS
Interleukin_27	IL27
Chorionic_gonadotropin_beta	CGB
CCR1	CCR1
Fanconi_anemia,_complementation_group_C	FANCC
GNRHR	GNRHR
Keratin_14	KRT14
PGK1	PGK1
PRKAR2A	PRKAR2A
PRKCH	PRKCH
Cyclin_A1	CCNA1
BNIP3	BNIP3
KLF5	KLF5
Caspase_10	CASP10
CD47	CD47
CD23	FCER2
Homeobox_A10	HOXA10
HSD17B1	HSD17B1
Interleukin_11	IL11
Kir2.1	KCNJ2
Nephrin	NPHS1
POLR2F	POLR2F
POLR2J	POLR2J
PSMB9	PSMB9
Liver_X_receptor_beta	NR1H2
Small_heterodimer_partner	NR0B2
BAG3	BAG3
PRPF8	PRPF8
Periostin	POSTN
SAMHD1	SAMHD1
FGF21	FGF21
ALOX12	ALOX12
ALOX5AP	ALOX5AP
CAPN2	CAPN2
Collagen,_type_IV,_alpha_5	COL4A5
DYRK1A	DYRK1A
Growth_hormone_secretagogue_receptor	GHSR
Perlecan	HSPG2
Sodium/iodide_cotransporter	SLC5A5
Spectrin,_alpha_1	SPTA1
TLN1	TLN1
Bestrophin_1	BEST1
Zinc_finger_and_BTB_domain-containing_protein_16	ZBTB16
ARID1A	ARID1A
MAPKAPK2	MAPKAPK2
IKBKE	IKBKE
PSME3	PSME3
TAB2	TAB2
RPTOR	RPTOR
CD8A	CD8A
CSNK1E	CSNK1E
GTF2I	GTF2I
HTR3A	HTR3A
Integrin_beta_5	ITGB5
Lymphocyte_cytosolic_protein_2	LCP2
Tropomyosin_receptor_kinase_C	NTRK3
Oxytocin	OXT
P4HB	P4HB
RAD23A	RAD23A
UPF1	UPF1
RGS2	RGS2
TRADD	TRADD
MPGES-1	PTGES
TXNIP	TXNIP
CDC73	CDC73
Actinin_alpha_3	ACTN3
Aggrecan	ACAN
ADP/ATP_translocase_1	SLC25A4
ARG1_(gene)	ARG1
ATP5F1A	ATP5A1
Casein_kinase_1,_alpha_1	CSNK1A1
Coxsackievirus_and_adenovirus_receptor	CXADR
Dyskerin	DKC1
DYNC1H1	DYNC1H1
MECOM	MECOM
HLA-F	HLA-F
RBPJ	RBPJ
Transportin_1	TNPO1
CD146	MCAM
Proteinase_3	PRTN3
PSMC1	PSMC1
Ribonuclease_L	RNASEL
40S_ribosomal_protein_S19	RPS19
SLC22A4	SLC22A4
BAG6	BAG6
TLR6	TLR6
RAPGEF3	RAPGEF3
UBE2C	UBE2C
WDR5	WDR5
HAVCR1	HAVCR1
C1QA	C1QA
DDR1	DDR1
Collagen,_type_IV,_alpha_3	COL4A3
Complement_receptor_2	CR2
Dystroglycan	DAG1
Myostatin	MSTN
GTF2H1	GTF2H1
HNRNPF	HNRNPF
HOXA9	HOXA9
MST1R	MST1R
Neutrophil_cytosolic_factor_2	NCF2
VPRBP	VPRBP
CARM1	CARM1
Nicastrin	NCSTN
PALB2	PALB2
WNT3A	WNT3A
CHD4	CHD4
HNRNPM	HNRNPM
RNA_polymerase_II_subunit_B4	POLR2D
Prostaglandin_EP2_receptor	PTGER2
RGS4	RGS4
DYNLL1	DYNLL1
FADS2	FADS2
Interleukin_24	IL24
IRAK4	IRAK4
D-amino_acid_oxidase_activator	DAOA
Aquaporin_2	AQP2
ATP5B	ATP5B
Cholecystokinin	CCK
Collagen,_type_V,_alpha_1	COL5A1
ACKR1	ACKR1
GAB1	GAB1
HEXA	HEXA
IRF6	IRF6
Integrin_alpha_1	ITGA1
Laminin,_gamma_2	LAMC2
Oncostatin_M	OSM
Phospholipid_transfer_protein	PLTP
PSMD1	PSMD1
S100A7	S100A7
CCL21	CCL21
Syndecan-4	SDC4
SIAH1	SIAH1
Excitatory_amino_acid_transporter_2	SLC1A2
SORL1	SORL1
PTP4A3	PTP4A3
WNK1	WNK1
FLI1	FLI1
GABRG2	GABRG2
GLI3	GLI3
Glycine_receptor,_alpha_1	GLRA1
KIR2DS4	KIR2DS4
Kinesin_family_member_11	KIF11
Melatonin_receptor_1B	MTNR1B
Neurofilament_light_polypeptide	NEFL
PAX5	PAX5
POLR2L	POLR2L
PSMC4	PSMC4
RANGAP1	RANGAP1
Retinoblastoma-like_protein_1	RBL1
Ataxin_1	ATXN1
SDHD	SDHD
TRIM21	TRIM21
TGFBR3	TGFBR3
Uromodulin	UMOD
NPHS2	NPHS2
RIPK2	RIPK2
ROCK2	ROCK2
DDX17	DDX17
SH3KBP1	SH3KBP1
UGT1A6	UGT1A6
ACKR3	ACKR3
Adiponectin_receptor_2	ADIPOR2
ACP1	ACP1
Equilibrative_nucleoside_transporter_1	SLC29A1
FAAH_(gene)	FAAH
KAT2A	KAT2A
GNAI3	GNAI3
Interleukin_10_receptor,_alpha_subunit	IL10RA
JUNB	JUNB
IPO5	IPO5
Mothers_against_decapentaplegic_homolog_5	SMAD5
PAEP	PAEP
Prostaglandin_D2_synthase	PTGDS
Sortilin_1	SORT1
T-cell_lymphoma_invasion_and_metastasis-inducing_protein_1	TIAM1
Wee1	WEE1
SLIT2	SLIT2
U2AF2	U2AF2
Apolipoprotein_C-II	APOC2
CALM2	CALM2
CD20	MS4A1
CDC25B	CDC25B
GTF2F1	GTF2F1
HLA-DMB	HLA-DMB
HNRNPL	HNRNPL
PSMB5	PSMB5
SNRNP70	SNRNP70
STAR_(gene)	STAR
TMPRSS2	TMPRSS2
DDX39B	DDX39B
CXCL13	CXCL13
MALT1	MALT1
ADAM33	ADAM33
H19_(gene)	H19
Delta-aminolevulinic_acid_dehydratase	ALAD
ALCAM	ALCAM
FHL2	FHL2
Keratin_1	KRT1
LAMP2	LAMP2
MCM4	MCM4
POLR2I	POLR2I
Prosaposin	PSAP
PSMA2	PSMA2
SPTBN1	SPTBN1
OX40_ligand	TNFSF4
Thermogenin	UCP1
DEK_(gene)	DEK
HUWE1	HUWE1
Mesothelin	MSLN
TUBB4B	TUBB4B
ERAP1	ERAP1
TIRAP	TIRAP
Alpha-2B_adrenergic_receptor	ADRA2B
RHOB	RHOB
Arylsulfatase_A	ARSA
Complement_component_2	C2
CDC6	CDC6
DEFA1	DEFA1
Endothelin_converting_enzyme_1	ECE1
IFI16	IFI16
INPP5D	INPP5D
PLCG2	PLCG2
MAP2K6	MAP2K6
Pleiotrophin	PTN
60S_ribosomal_protein_L11	RPL11
RRM1	RRM1
TRPC3	TRPC3
UBA1	UBA1
XRCC2	XRCC2
EIF3A	EIF3A
Linker_for_activation_of_T_cells	LAT
Caveolin_3	CAV3
Cholecystokinin_B_receptor	CCKBR
cAMP_responsive_element_modulator	CREM
E2F4	E2F4
EPB41	EPB41
FANCG	FANCG
Liver_receptor_homolog-1	NR5A2
FUT2	FUT2
GABBR1	GABBR1
GAS6	GAS6
Gonadotropin-releasing_hormone	GNRH1
FOXA1	FOXA1
MCM6	MCM6
Autotaxin	ENPP2
POLD1	POLD1
POLR2K	POLR2K
Proteasome_(prosome,_macropain)_subunit,_alpha_1	PSMA1
PSMA4	PSMA4
RAB27A	RAB27A
Radixin	RDX
Retinitis_pigmentosa_GTPase_regulator	RPGR
SKI_protein	SKI
Keratinocyte_transglutaminase	TGM1
AH_receptor-interacting_protein	AIP
SMC3	SMC3
PRDX6	PRDX6
DLC1	DLC1
ATF6	ATF6
BRD4	BRD4
RAD18	RAD18
SMURF1	SMURF1
Mucin_5B	MUC5B
ABCD1	ABCD1
Alanine_aminopeptidase	ANPEP
CD151	CD151
EIF4A1	EIF4A1
EIF5A	EIF5A
Gamma-aminobutyric_acid_receptor_subunit_alpha-1	GABRA1
GRIA1	GRIA1
HLA-DMA	HLA-DMA
HSPA2	HSPA2
KLK1	KLK1
LRP2	LRP2
SH2D1A	SH2D1A
RAC2	RAC2
RPLP0	RPLP0
Monocarboxylate_transporter_1	SLC16A1
SUV39H1	SUV39H1
GDF5	GDF5
PLA2G6	PLA2G6
PER2	PER2
ASCC3L1	SNRNP200
PADI4	PADI4
CXCL16	CXCL16
Actinin_alpha_2	ACTN2
Pituitary_adenylate_cyclase-activating_peptide	ADCYAP1
PRDM1	PRDM1
CBLB_(gene)	CBLB
Heat_shock_protein_47	SERPINH1
Cathepsin_G	CTSG
GLB1	GLB1
DNAJA1	DNAJA1
DNAJB1	DNAJB1
OCA2	OCA2
PIK3C3	PIK3C3
Sphingomyelin_phosphodiesterase_1	SMPD1
TAL1	TAL1
TCN2	TCN2
TUBG1	TUBG1
TXNRD1	TXNRD1
Decoy_receptor_3	TNFRSF6B
Nucleoporin_153	NUP153
UBQLN1	UBQLN1
MIR17	MIR17
Alpha-1A_adrenergic_receptor	ADRA1A
Bone_morphogenetic_protein_6	BMP6
C5a_receptor	C5AR1
Muscarinic_acetylcholine_receptor_M1	CHRM1
Cartilage_oligomeric_matrix_protein	COMP
CLDN4	CLDN4
Metabotropic_glutamate_receptor_1	GRM1
Common_gamma_chain	IL2RG
KvLQT2	KCNQ2
LOXL1	LOXL1
MSX1	MSX1
P110δ	PIK3CD
Peptide_YY	PYY
PSMC6	PSMC6
RAG1	RAG1
Eosinophil_cationic_protein	RNASE3
Stearoyl-CoA_desaturase-1	SCD
SNRPB	SNRPB
Thrombopoietin	THPO
TOP2B	TOP2B
TFPI2	TFPI2
Endothelial_lipase	LIPG
ABCG1	ABCG1
GAB2	GAB2
IGF2BP1	IGF2BP1
AP2B1	AP2B1
CHRNB4	CHRNB4
CTBP2	CTBP2
E2F3	E2F3
FCGR1A	FCGR1A
C-fos-induced_growth_factor	FIGF
Porphobilinogen_deaminase	HMBS
δ-opioid_receptor	OPRD1
Nav1.7	SCN9A
SCNN1G	SCNN1G
SLPI	SLPI
Large_neutral_amino_acids_transporter_small_subunit_1	SLC7A5
Transformation/transcription_domain-associated_protein	TRRAP
DLK1	DLK1
GSTO1	GSTO1
CBX1	CBX1
Lymphocyte_antigen_96	LY96
PYCARD	PYCARD
ACVR1	ACVR1
Adaptor-related_protein_complex_2,_alpha_1	AP2A1
CAPN3	CAPN3
CD3D	CD3D
Cholesterol_7_alpha-hydroxylase	CYP7A1
HK2	HK2
PAWR	PAWR
RAD9A	RAD9A
ST14	ST14
Translationally-controlled_tumor_protein	TPT1
SMARCA5	SMARCA5
MTA2	MTA2
MED12	MED12
FOXP1	FOXP1
UHRF1	UHRF1
ABCC6	ABCC6
Deleted_in_Colorectal_Cancer	DCC
Epoxide_hydrolase_2	EPHX2
Galactose-1-phosphate_uridylyltransferase	GALT
LMO2	LMO2
PMAIP1	PMAIP1
PSMD10	PSMD10
CCL17	CCL17
SLC22A1	SLC22A1
VAMP2	VAMP2
Major_vault_protein	MVP
PTGES3	PTGES3
ABCG8	ABCG8
Alpha-1-microglobulin/bikunin_precursor	AMBP
AMFR	AMFR
CD3G	CD3G
CHRNB2	CHRNB2
CMA1	CMA1
DAB2	DAB2
DIO2	DIO2
Dopamine_receptor_D5	DRD5
GATA6	GATA6
Glutamate_dehydrogenase_1	GLUD1
HES1	HES1
JunD	JUND
PSMB1	PSMB1
Thymosin_α1	PTMA
RAR-related_orphan_receptor_alpha	RORA
SOX10	SOX10
Structure_specific_recognition_protein_1	SSRP1
MAD1L1	MAD1L1
ABCB11	ABCB11
WASL_(gene)	WASL
MAP3K14	MAP3K14
HDAC9	HDAC9
Sirtuin_2	SIRT2
Nucleoporin_62	NUP62
F11_receptor	F11R
MIR122	MIR122
CLCN1	CLCN1
Ephrin_B2	EFNB2
ETS2	ETS2
MS4A2	MS4A2
FKBP4	FKBP4
Forkhead_box_C1	FOXC1
GAD1	GAD1
HIST1H1B	HIST1H1B
CD137	TNFRSF9
LIMK1	LIMK1
LDL-receptor-related_protein-associated_protein	LRPAP1
PSMA5	PSMA5
Nav1.4	SCN4A
SMARCC2	SMARCC2
Trefoil_factor_3	TFF3
TPI1	TPI1
PHOX2B	PHOX2B
